Vince Carter,2011,34,ORL,NBA,SG,22,22,664,9.9,21.1,.470,2.1,6.2,.346,7.8,14.9,.521,4.4,5.9,.747,0.9,6.3,7.1,5.1,1.6,0.2,2.9,5.5,26.4,,111,103
Vince Carter,2011,34,PHO,NBA,SG,51,41,1387,9.7,22.9,.422,3.3,8.9,.366,6.4,14.0,.458,2.6,3.6,.735,1.6,5.2,6.8,3.0,1.7,0.6,2.0,4.5,25.3,,104,111
Vince Carter,2012,35,DAL,NBA,SG,61,40,1542,7.6,18.5,.411,2.5,7.0,.361,5.1,11.5,.442,3.2,3.9,.826,1.1,5.9,7.0,4.7,1.9,0.9,2.9,4.6,20.9,,102,103
Vince Carter,2013,36,DAL,NBA,SF,81,3,2093,9.1,20.8,.435,4.0,9.7,.406,5.1,11.1,.461,4.4,5.4,.816,1.4,6.7,8.1,4.7,1.8,1.1,2.6,5.5,26.5,,111,106
Vince Carter,2014,37,DAL,NBA,SG,81,0,1973,8.6,21.1,.407,3.8,9.6,.394,4.8,11.4,.418,4.2,5.1,.821,1.7,5.6,7.4,5.5,1.6,0.9,2.8,5.4,25.1,,109,110
Vince Carter,2015,38,MEM,NBA,SG,66,1,1091,6.5,19.4,.333,3.3,11.1,.297,3.2,8.3,.379,2.2,2.7,.789,1.3,5.1,6.4,3.8,2.1,0.7,2.1,4.9,18.4,,94,103
Vince Carter,2016,39,MEM,NBA,SG,60,3,1005,6.8,17.6,.388,3.0,8.7,.349,3.8,8.9,.425,3.6,4.3,.833,1.6,5.9,7.5,2.9,1.9,0.8,1.8,5.2,20.2,,107,108
Vince Carter,2017,40,MEM,NBA,SF,73,15,1799,5.6,14.2,.394,3.2,8.6,.378,2.3,5.6,.418,2.5,3.3,.765,1.0,5.5,6.6,3.8,1.7,1.0,1.4,4.7,16.9,,112,108
Vince Carter,2018,41,SAC,NBA,SF,58,5,1026,5.6,14.0,.403,2.8,8.1,.345,2.8,5.8,.483,1.4,1.8,.757,0.9,6.4,7.3,3.4,2.1,1.3,1.8,4.7,15.4,,103,110
Vince Carter,2019,42,ATL,NBA,PF,76,9,1330,6.8,16.3,.419,4.3,11.0,.389,2.5,5.3,.480,1.6,2.3,.712,1.1,5.7,6.7,3.0,1.5,0.9,1.7,4.9,19.5,,112,115
Vince Carter,2020,43,ATL,NBA,SF,60,0,876,5.7,16.2,.352,3.2,10.7,.302,2.4,5.4,.451,1.2,1.5,.793,1.0,5.6,6.6,2.6,1.2,1.3,1.8,4.8,15.9,,94,116
Wendell Carter Jr.,2019,19,CHI,NBA,C,44,44,1110,7.9,16.2,.485,0.3,1.4,.188,7.6,14.8,.513,3.9,4.9,.795,3.8,9.6,13.4,3.4,1.1,2.5,2.8,6.6,19.9,,107,110
Wendell Carter Jr.,2020,20,CHI,NBA,C,43,43,1256,7.0,13.2,.534,0.2,1.1,.207,6.8,12.0,.564,4.3,5.8,.737,5.3,10.2,15.5,2.0,1.3,1.4,2.8,6.2,18.6,,115,108
Michael Carter-Williams,2014,22,PHI,NBA,PG,70,70,2414,8.6,21.1,.405,1.1,4.2,.264,7.5,17.0,.440,5.2,7.4,.703,2.0,6.7,8.8,8.8,2.6,0.9,5.0,4.3,23.4,,96,108
Michael Carter-Williams,2015,23,TOT,NBA,PG,66,63,2149,8.5,21.6,.396,0.8,3.6,.235,7.7,18.0,.428,4.7,6.8,.694,1.5,6.8,8.3,10.4,2.6,0.7,5.9,3.9,22.7,,91,103
Michael Carter-Williams,2015,23,PHI,NBA,PG,41,38,1391,8.4,22.0,.380,1.2,4.5,.256,7.2,17.5,.412,4.2,6.6,.643,1.5,7.6,9.2,10.9,2.2,0.6,6.3,3.7,22.1,,88,105
Michael Carter-Williams,2015,23,MIL,NBA,PG,25,25,758,8.9,20.7,.429,0.3,1.9,.143,8.6,18.8,.457,5.7,7.3,.780,1.4,5.2,6.7,9.4,3.4,0.8,5.3,4.3,23.8,,97,101
Michael Carter-Williams,2016,24,MIL,NBA,PG,54,37,1649,7.8,17.1,.452,0.5,1.7,.273,7.3,15.4,.472,3.3,5.0,.654,1.5,7.0,8.5,8.7,2.5,1.3,4.7,5.0,19.2,,96,107
Michael Carter-Williams,2017,25,CHI,NBA,PG,45,19,846,6.7,18.2,.366,0.9,3.8,.234,5.8,14.4,.401,3.5,4.6,.753,1.4,7.7,9.1,6.7,2.3,1.4,3.9,6.1,17.7,,90,105
Michael Carter-Williams,2018,26,CHO,NBA,PG,52,2,835,4.4,13.4,.332,0.8,3.4,.237,3.6,9.9,.365,4.3,5.2,.820,2.2,5.9,8.1,6.8,2.6,1.3,3.0,5.8,14.0,,98,107
Michael Carter-Williams,2019,27,TOT,NBA,PG,28,1,372,6.1,16.2,.374,1.3,5.0,.263,4.7,11.2,.424,4.2,7.0,.604,2.5,6.7,9.2,9.2,2.6,2.0,2.6,6.3,17.6,,106,106
Michael Carter-Williams,2019,27,HOU,NBA,PG,16,1,145,8.5,20.6,.410,2.4,6.4,.368,6.1,14.2,.429,4.1,8.8,.462,1.0,3.4,4.4,7.1,3.0,2.0,3.4,9.1,23.3,,99,109
Michael Carter-Williams,2019,27,ORL,NBA,PG,12,0,227,4.5,13.4,.339,0.6,4.1,.158,3.9,9.3,.419,4.3,5.8,.741,3.4,8.8,12.3,10.6,2.4,1.9,2.2,4.5,14.0,,111,104
Michael Carter-Williams,2020,28,ORL,NBA,SG,42,0,773,6.6,15.3,.434,1.3,4.3,.294,5.4,11.0,.489,4.5,5.5,.828,2.8,6.1,8.8,6.4,2.8,1.3,3.0,4.9,19.1,,110,107
Alex Caruso,2018,23,LAL,NBA,PG,37,7,562,4.3,9.9,.431,1.1,3.7,.302,3.1,6.2,.507,1.8,2.6,.700,1.3,4.3,5.5,6.4,2.0,0.9,3.6,4.4,11.4,,98,109
Alex Caruso,2019,24,LAL,NBA,PG,25,4,531,6.7,15.2,.445,2.1,4.4,.480,4.6,10.8,.431,4.5,5.6,.797,1.8,4.1,5.9,6.7,2.1,0.8,3.7,4.7,20.1,,109,110
Alex Caruso,2020,25,LAL,NBA,PG,58,1,1032,5.1,12.0,.423,1.8,4.9,.355,3.3,7.1,.471,2.7,3.5,.763,0.6,4.5,5.2,4.7,2.8,0.8,2.1,3.9,14.6,,108,106
Omri Casspi,2010,21,SAC,NBA,SF,77,31,1931,7.9,17.8,.446,2.0,5.4,.369,6.0,12.4,.480,3.1,4.6,.672,2.0,7.2,9.2,2.5,1.4,0.4,2.6,3.3,20.9,,104,110
Omri Casspi,2011,22,SAC,NBA,SF,71,27,1702,6.7,16.2,.412,2.7,7.3,.372,3.9,8.9,.445,2.0,3.0,.673,2.2,6.9,9.1,2.2,1.6,0.4,2.0,3.4,18.1,,106,109
Omri Casspi,2012,23,CLE,NBA,SF,65,35,1341,6.5,16.1,.403,2.1,6.6,.315,4.4,9.6,.463,2.9,4.2,.685,2.5,6.5,8.9,2.6,1.5,0.8,2.5,4.5,18.0,,101,109
Omri Casspi,2013,24,CLE,NBA,SF,43,1,503,6.5,16.5,.394,2.6,7.9,.329,3.9,8.7,.452,2.3,4.2,.537,2.1,9.7,11.8,2.9,2.6,1.2,2.3,4.7,17.9,,99,105
Omri Casspi,2014,25,HOU,NBA,PF,71,2,1283,6.7,15.9,.422,2.4,6.8,.347,4.4,9.1,.479,3.2,4.7,.680,2.1,8.0,10.1,3.4,1.7,0.5,2.8,3.9,19.0,,105,106
Omri Casspi,2015,26,SAC,NBA,SF,67,19,1416,7.4,15.2,.489,1.2,3.1,.402,6.2,12.1,.512,5.0,6.8,.733,1.9,7.3,9.2,3.6,1.1,0.3,3.1,3.8,21.1,,110,110
Omri Casspi,2016,27,SAC,NBA,PF,69,21,1880,7.6,15.9,.481,2.9,7.0,.409,4.8,8.9,.537,2.6,4.1,.648,1.5,9.0,10.5,2.4,1.4,0.4,2.4,3.9,20.8,,109,108
Omri Casspi,2017,28,TOT,NBA,PF,36,2,643,6.1,12.9,.470,1.2,3.4,.349,4.9,9.5,.512,1.3,2.3,.586,2.1,6.7,8.8,2.9,1.8,0.2,2.3,3.9,14.6,,102,112
Omri Casspi,2017,28,SAC,NBA,PF,22,2,397,6.8,14.9,.453,1.4,3.7,.379,5.4,11.2,.477,1.5,2.7,.571,2.5,8.9,11.5,3.3,1.3,0.1,2.2,2.9,16.4,,102,112
Omri Casspi,2017,28,NOP,NBA,PF,1,0,24,10.2,18.4,.556,4.1,8.2,.500,6.1,10.2,.600,0.0,0.0,,2.0,2.0,4.1,0.0,0.0,0.0,4.1,6.1,24.5,,101,115
Omri Casspi,2017,28,MIN,NBA,PF,13,0,222,4.3,8.7,.500,0.5,2.3,.200,3.9,6.4,.607,1.1,1.8,.625,1.4,3.2,4.6,2.5,3.0,0.5,2.3,5.5,10.3,,100,112
Omri Casspi,2018,29,GSW,NBA,SF,53,7,740,7.8,13.5,.580,0.7,1.4,.455,7.2,12.0,.595,3.3,4.5,.725,2.0,11.1,13.0,3.3,1.2,1.2,2.4,4.6,19.5,,117,106
Omri Casspi,2019,30,MEM,NBA,SF,36,0,520,8.2,15.4,.534,1.4,4.1,.349,6.8,11.3,.602,3.7,5.5,.672,1.6,9.4,11.0,2.5,1.9,0.9,2.2,3.3,21.6,,112,107
Willie Cauley-Stein,2016,22,SAC,NBA,C,66,39,1412,6.5,11.5,.563,0.0,0.1,.000,6.5,11.5,.567,2.8,4.3,.648,4.6,7.4,12.0,1.3,1.6,2.2,1.6,5.0,15.7,,119,107
Willie Cauley-Stein,2017,23,SAC,NBA,C,75,21,1421,9.1,17.1,.530,0.0,0.1,.000,9.1,17.1,.532,3.6,5.4,.669,3.0,9.0,12.1,2.8,1.9,1.6,2.5,5.2,21.8,,109,109
Willie Cauley-Stein,2018,24,SAC,NBA,C,73,58,2044,9.6,19.1,.502,0.1,0.3,.250,9.5,18.8,.506,3.8,6.1,.619,3.2,9.4,12.6,4.3,1.9,1.7,2.7,4.6,23.1,,106,108
Willie Cauley-Stein,2019,25,SAC,NBA,C,81,81,2213,8.7,15.6,.556,0.0,0.0,.500,8.6,15.5,.556,2.9,5.3,.551,3.8,10.5,14.3,4.1,2.0,1.1,1.8,4.8,20.3,,118,108
Willie Cauley-Stein,2020,26,TOT,NBA,C,54,39,1097,7.6,13.2,.579,0.0,0.0,.000,7.6,13.2,.581,1.7,2.9,.606,3.7,10.1,13.8,3.1,2.1,2.7,1.7,5.3,17.0,,118,108
Willie Cauley-Stein,2020,26,GSW,NBA,C,41,37,940,7.3,13.1,.560,0.0,0.0,,7.3,13.1,.560,1.8,2.9,.614,3.6,9.4,13.0,3.1,2.3,2.5,1.8,5.2,16.4,,114,109
Willie Cauley-Stein,2020,26,DAL,NBA,C,13,2,157,9.6,13.9,.689,0.0,0.3,.000,9.6,13.6,.705,1.5,2.8,.556,4.0,14.5,18.5,3.1,1.2,3.4,1.5,5.9,20.7,,136,103
Troy Caupain,2019,23,ORL,NBA,PG,4,0,16,12.2,24.5,.500,6.1,9.2,.667,6.1,15.3,.400,0.0,0.0,,3.1,6.1,9.2,12.2,3.1,0.0,0.0,0.0,30.6,,144,107
Tyler Cavanaugh,2018,23,ATL,NBA,PF,39,1,518,6.3,14.3,.441,3.0,8.4,.360,3.3,5.9,.556,1.6,2.0,.810,4.2,7.7,12.0,2.5,0.8,0.4,1.3,5.8,17.3,,119,112
Tyler Cavanaugh,2019,24,UTA,NBA,PF,11,0,39,3.7,12.3,.300,1.2,6.1,.200,2.5,6.1,.400,2.5,2.5,1.000,3.7,6.1,9.8,1.2,0.0,0.0,1.2,3.7,11.0,,97,112
Mario Chalmers,2009,22,MIA,NBA,PG,82,82,2626,5.7,13.5,.420,2.3,6.3,.367,3.3,7.1,.467,3.0,3.9,.767,0.8,3.9,4.6,8.2,3.3,0.2,3.4,4.9,16.6,,107,107
Mario Chalmers,2010,23,MIA,NBA,PG,73,22,1807,5.4,13.5,.401,2.2,7.0,.318,3.2,6.5,.491,2.4,3.3,.745,0.7,3.3,4.0,7.3,2.7,0.4,3.6,5.2,15.4,,100,105
Mario Chalmers,2011,24,MIA,NBA,PG,70,28,1579,5.2,13.0,.399,2.8,7.7,.359,2.4,5.3,.459,1.8,2.1,.871,0.4,4.5,4.9,5.9,2.5,0.2,3.0,5.3,14.9,,103,104
Mario Chalmers,2012,25,MIA,NBA,PG,64,64,1825,6.4,14.4,.448,2.9,7.5,.388,3.5,6.9,.513,2.3,2.9,.792,0.5,4.5,4.9,6.4,2.8,0.3,4.1,4.8,18.1,,104,101
Mario Chalmers,2013,26,MIA,NBA,PG,77,77,2068,5.8,13.5,.429,3.1,7.7,.409,2.7,5.8,.456,2.3,2.9,.795,0.5,3.9,4.4,7.0,3.0,0.3,3.0,5.0,17.1,,110,104
Mario Chalmers,2014,27,MIA,NBA,PG,73,73,2178,6.1,13.5,.454,2.1,5.5,.385,4.0,8.1,.500,2.9,3.9,.742,1.0,4.2,5.2,8.6,2.9,0.4,3.9,5.1,17.3,,108,106
Mario Chalmers,2015,28,MIA,NBA,PG,80,37,2368,6.0,14.8,.403,1.6,5.5,.294,4.3,9.3,.467,4.6,5.9,.774,0.5,4.1,4.6,6.8,2.7,0.2,3.9,5.6,18.1,,100,107
Mario Chalmers,2016,29,TOT,NBA,PG,61,7,1373,6.8,16.6,.410,1.7,5.6,.309,5.1,11.1,.461,8.2,9.8,.832,0.9,5.0,5.9,8.6,3.3,0.5,4.1,6.8,23.5,,110,106
Mario Chalmers,2016,29,MIA,NBA,PG,6,0,120,4.3,13.7,.313,0.4,4.7,.091,3.8,9.0,.429,5.1,5.6,.923,0.4,5.6,6.0,8.1,3.4,0.4,3.8,6.8,14.1,,91,102
Mario Chalmers,2016,29,MEM,NBA,PG,55,7,1253,7.1,16.9,.417,1.8,5.7,.326,5.2,11.3,.464,8.5,10.2,.827,0.9,4.9,5.9,8.7,3.3,0.5,4.1,6.8,24.4,,111,106
Mario Chalmers,2018,31,MEM,NBA,PG,66,10,1421,6.0,15.8,.379,1.9,6.8,.277,4.1,9.0,.456,4.2,4.9,.855,0.5,5.1,5.6,7.0,2.8,0.5,4.2,6.4,18.0,,96,110
Tyson Chandler,2002,19,CHI,NBA,C,71,31,1389,5.8,11.6,.497,0.0,0.0,,5.8,11.6,.497,5.1,8.5,.604,4.4,8.7,13.1,2.1,1.1,3.5,3.8,6.8,16.6,,99,105
Tyson Chandler,2003,20,CHI,NBA,C,75,68,1827,7.2,13.6,.531,0.0,0.0,,7.2,13.6,.531,5.0,8.2,.608,4.7,9.7,14.4,2.1,1.0,3.0,3.8,6.2,19.4,,104,103
Tyson Chandler,2004,21,CHI,NBA,PF,35,8,782,4.5,10.5,.424,0.0,0.1,.000,4.5,10.5,.427,5.3,7.9,.669,5.5,12.5,18.0,1.5,1.1,2.9,2.5,5.8,14.2,,104,99
Tyson Chandler,2005,22,CHI,NBA,C,80,10,2189,4.9,9.9,.494,0.0,0.0,.000,4.9,9.9,.496,5.4,8.0,.673,6.2,12.2,18.4,1.5,1.6,3.3,2.8,6.4,15.2,,112,94
Tyson Chandler,2006,23,CHI,NBA,C,79,50,2121,3.9,6.9,.565,0.0,0.0,.000,3.9,6.9,.567,2.4,4.7,.503,6.5,10.9,17.4,2.0,1.0,2.5,3.0,7.3,10.2,,107,100
Tyson Chandler,2007,24,NOK,NBA,C,73,73,2525,6.2,9.9,.624,0.0,0.0,.000,6.2,9.8,.625,2.2,4.2,.527,6.7,12.3,19.0,1.4,0.8,2.7,2.7,5.1,14.5,,117,103
Tyson Chandler,2008,25,NOH,NBA,C,79,79,2783,7.2,11.6,.623,0.0,0.0,.000,7.2,11.6,.624,3.4,5.7,.593,6.2,11.6,17.8,1.6,0.9,1.6,2.6,4.7,17.8,,122,104
Tyson Chandler,2009,26,NOH,NBA,C,45,45,1445,6.1,10.7,.565,0.0,0.0,,6.1,10.7,.565,2.9,5.0,.579,6.2,8.7,14.9,0.8,0.6,2.1,2.6,5.4,15.0,,113,107
Tyson Chandler,2010,27,CHA,NBA,C,51,27,1163,5.0,8.7,.574,0.0,0.0,,5.0,8.7,.574,5.3,7.2,.732,5.2,9.4,14.6,0.7,0.8,2.5,4.2,6.3,15.2,,107,102
Tyson Chandler,2011,28,DAL,NBA,C,74,74,2059,6.8,10.4,.654,0.0,0.0,,6.8,10.4,.654,5.5,7.5,.732,5.3,12.4,17.7,0.8,0.9,2.0,2.2,6.1,19.1,,131,102
Tyson Chandler,2012,29,NYK,NBA,C,62,62,2061,6.0,8.9,.679,0.0,0.0,.000,6.0,8.8,.683,5.4,7.9,.689,5.3,10.0,15.3,1.4,1.4,2.2,2.5,4.6,17.5,,130,99
Tyson Chandler,2013,30,NYK,NBA,C,66,66,2164,6.3,9.9,.638,0.0,0.0,,6.3,9.9,.638,4.4,6.4,.694,6.6,10.7,17.4,1.5,1.0,1.9,2.1,4.6,17.0,,133,104
Tyson Chandler,2014,31,NYK,NBA,C,55,55,1662,6.1,10.3,.593,0.0,0.0,.000,6.1,10.3,.595,3.1,5.0,.632,5.1,11.8,16.9,1.9,1.2,2.0,2.3,4.6,15.4,,120,106
Tyson Chandler,2015,32,DAL,NBA,C,75,75,2286,6.5,9.7,.666,0.0,0.0,,6.5,9.7,.666,4.1,5.7,.720,6.5,12.6,19.1,1.9,0.9,2.0,2.3,3.7,17.0,,133,103
Tyson Chandler,2016,33,PHO,NBA,C,66,60,1618,5.5,9.5,.583,0.0,0.0,.000,5.5,9.4,.585,3.2,5.1,.620,5.3,12.1,17.3,1.9,1.1,1.3,2.8,4.4,14.2,,114,107
Tyson Chandler,2017,34,PHO,NBA,C,47,46,1298,5.6,8.4,.671,0.0,0.0,,5.6,8.4,.671,3.4,4.6,.734,5.6,14.2,19.9,1.1,1.2,0.9,2.4,4.6,14.6,,129,109
Tyson Chandler,2018,35,PHO,NBA,C,46,46,1151,5.0,7.8,.647,0.0,0.0,,5.0,7.8,.647,2.4,3.9,.624,5.6,11.8,17.4,2.2,0.7,1.1,2.5,4.4,12.5,,123,111
Tyson Chandler,2019,36,TOT,NBA,C,55,6,875,3.3,5.3,.616,0.0,0.1,.000,3.3,5.2,.622,2.7,4.6,.586,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,,120,108
Tyson Chandler,2019,36,PHO,NBA,C,7,0,89,4.3,6.4,.667,0.0,0.0,,4.3,6.4,.667,5.4,9.7,.556,3.8,17.2,20.9,3.2,1.1,0.5,3.8,11.3,13.9,,111,110
Tyson Chandler,2019,36,LAL,NBA,C,48,6,786,3.1,5.2,.609,0.0,0.1,.000,3.1,5.1,.616,2.4,4.1,.594,5.0,10.8,15.9,1.8,1.1,1.3,2.1,5.3,8.7,,121,108
Tyson Chandler,2020,37,HOU,NBA,C,26,5,219,3.0,3.8,.778,0.0,0.0,,3.0,3.8,.778,1.3,2.8,.462,5.3,8.7,14.0,1.3,1.3,1.7,1.7,6.8,7.2,,135,109
Wilson Chandler,2008,20,NYK,NBA,SF,35,16,685,8.1,18.5,.438,0.7,2.3,.300,7.4,16.2,.458,2.6,4.1,.630,2.9,6.8,9.7,2.5,1.1,1.2,2.1,6.3,19.5,,101,111
Wilson Chandler,2009,21,NYK,NBA,SF,82,70,2735,8.3,19.1,.432,1.9,5.7,.328,6.4,13.4,.476,3.1,3.9,.795,1.7,6.4,8.1,3.1,1.3,1.4,2.5,4.5,21.5,,103,110
Wilson Chandler,2010,22,NYK,NBA,SG,65,64,2320,9.1,18.9,.479,0.9,3.3,.267,8.2,15.6,.524,2.8,3.5,.806,2.0,5.6,7.7,3.0,1.0,1.1,2.4,4.1,21.9,,106,113
Wilson Chandler,2011,23,TOT,NBA,SF,72,49,2401,9.0,19.9,.450,2.3,6.7,.350,6.6,13.2,.501,2.7,3.4,.807,1.6,7.0,8.5,2.5,1.0,2.0,2.2,4.2,23.0,,106,109
Wilson Chandler,2011,23,NYK,NBA,SF,51,30,1759,9.4,20.3,.461,2.5,7.0,.351,6.9,13.3,.518,2.7,3.4,.807,1.8,6.9,8.7,2.5,1.0,2.0,1.9,4.3,23.9,,109,110
Wilson Chandler,2011,23,DEN,NBA,SF,21,19,642,7.9,18.9,.419,2.0,5.9,.347,5.9,13.0,.452,2.7,3.3,.810,1.0,7.2,8.2,2.7,1.1,1.9,2.9,3.7,20.5,,96,107
Wilson Chandler,2012,24,DEN,NBA,SF,8,6,215,7.3,18.7,.392,0.7,2.8,.250,6.6,15.9,.418,2.4,2.8,.833,1.4,8.3,9.7,4.0,1.4,1.4,4.3,4.3,17.8,,86,105
Wilson Chandler,2013,25,DEN,NBA,PF,43,8,1079,9.8,21.3,.462,2.4,5.9,.413,7.4,15.4,.480,4.1,5.2,.793,2.1,8.1,10.2,2.7,2.1,0.6,2.8,5.6,26.2,,110,105
Wilson Chandler,2014,26,DEN,NBA,SF,62,55,1927,7.8,18.7,.416,3.1,8.9,.348,4.7,9.8,.478,2.8,3.9,.724,1.5,6.0,7.5,2.9,1.2,0.8,2.0,4.9,21.5,,107,110
Wilson Chandler,2015,27,DEN,NBA,SF,78,75,2471,8.4,19.7,.429,2.8,8.2,.342,5.6,11.5,.490,2.2,2.9,.775,1.9,7.7,9.6,2.7,1.2,0.6,2.2,4.7,21.9,,104,109
Wilson Chandler,2017,29,DEN,NBA,SF,71,33,2197,9.6,20.9,.461,2.4,7.2,.337,7.2,13.6,.527,3.1,4.3,.727,2.3,7.9,10.2,3.1,1.1,0.7,2.5,3.8,24.8,,109,113
Wilson Chandler,2018,30,DEN,NBA,SF,74,71,2346,5.9,13.3,.445,1.9,5.2,.358,4.1,8.1,.501,1.9,2.4,.772,2.2,6.3,8.4,3.4,0.9,0.8,1.9,3.3,15.6,,110,113
Wilson Chandler,2019,31,TOT,NBA,PF-SF,51,33,1177,4.6,11.0,.418,2.4,6.3,.373,2.2,4.6,.478,0.7,1.0,.720,1.9,6.7,8.6,3.3,1.0,0.8,1.8,4.9,12.2,,107,112
Wilson Chandler,2019,31,PHI,NBA,PF,36,32,951,4.5,10.3,.440,2.3,5.9,.390,2.2,4.4,.506,0.6,0.9,.722,2.2,6.2,8.3,3.6,1.1,0.9,1.9,4.7,12.0,,111,112
Wilson Chandler,2019,31,LAC,NBA,SF,15,1,226,4.8,13.8,.348,2.7,8.4,.325,2.1,5.4,.385,1.0,1.5,.714,0.8,9.0,9.8,2.1,0.6,0.6,1.5,6.1,13.4,,94,112
Wilson Chandler,2020,32,BRK,NBA,SF,35,3,734,4.8,11.8,.404,2.4,7.8,.306,2.4,4.0,.597,1.3,1.5,.870,0.7,8.7,9.4,2.5,1.0,0.8,2.2,5.1,13.3,,99,109
Joe Chealey,2019,23,CHO,NBA,PG,1,0,8,6.1,18.2,.333,0.0,0.0,,6.1,18.2,.333,0.0,0.0,,0.0,0.0,0.0,6.1,0.0,0.0,0.0,6.1,12.2,,86,121
Joe Chealey,2020,24,CHO,NBA,PG,4,0,33,0.0,10.6,.000,0.0,6.1,.000,0.0,4.6,.000,3.0,3.0,1.000,0.0,0.0,0.0,1.5,6.1,0.0,3.0,3.0,3.0,,29,108
Zylan Cheatham,2020,24,NOP,NBA,SF,3,0,31,3.0,7.5,.400,0.0,1.5,.000,3.0,6.0,.500,0.0,0.0,,1.5,7.5,8.9,3.0,0.0,1.5,4.5,7.5,6.0,,67,114
Chris Chiozza,2019,23,HOU,NBA,PG,7,0,33,3.0,11.9,.250,3.0,7.4,.400,0.0,4.5,.000,0.0,0.0,,1.5,4.5,5.9,5.9,1.5,1.5,1.5,3.0,8.9,,97,112
Chris Chiozza,2020,24,TOT,NBA,PG,21,0,249,6.0,14.9,.405,3.4,7.7,.439,2.6,7.2,.368,0.4,0.4,1.000,1.1,5.5,6.6,9.1,2.8,0.4,3.2,4.3,15.9,,107,111
Chris Chiozza,2020,24,WAS,NBA,PG,10,0,123,3.8,12.9,.294,2.7,6.1,.438,1.1,6.8,.167,0.0,0.0,,0.0,5.7,5.7,10.6,3.8,0.8,3.4,4.6,10.2,,91,111
Chris Chiozza,2020,24,BRK,NBA,PG,11,0,126,8.3,16.9,.489,4.1,9.4,.440,4.1,7.5,.550,0.8,0.8,1.000,2.3,5.3,7.5,7.5,1.9,0.0,3.0,4.1,21.5,,121,110
Marquese Chriss,2017,19,PHO,NBA,PF,82,75,1743,7.8,17.4,.449,2.0,6.2,.321,5.8,11.2,.520,3.1,5.0,.624,2.6,6.9,9.6,1.6,1.8,1.9,3.0,7.2,20.7,,102,110
Marquese Chriss,2018,20,PHO,NBA,PF,72,49,1527,6.3,15.0,.423,1.8,6.0,.295,4.6,9.0,.509,3.0,5.0,.608,2.4,10.0,12.4,2.6,1.6,2.2,3.4,6.4,17.4,,95,109
Marquese Chriss,2019,21,TOT,NBA,PF,43,2,499,6.7,17.9,.372,1.6,7.1,.222,5.1,10.7,.472,3.2,4.5,.711,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,,92,113
Marquese Chriss,2019,21,HOU,NBA,PF,16,0,104,5.2,16.0,.324,0.5,7.1,.067,4.7,9.0,.526,2.8,3.3,.857,3.3,9.9,13.2,2.8,0.9,1.9,5.7,8.0,13.7,,75,109
Marquese Chriss,2019,21,CLE,NBA,PF,27,2,395,7.0,18.4,.384,1.9,7.2,.263,5.2,11.2,.461,3.3,4.8,.684,4.1,10.2,14.3,2.0,1.9,0.9,3.0,8.0,19.2,,96,114
Marquese Chriss,2020,22,GSW,NBA,PF,59,21,1196,8.4,15.4,.545,0.3,1.6,.205,8.1,13.8,.584,4.8,6.2,.769,4.6,10.0,14.6,4.6,1.6,2.5,3.1,4.9,21.9,,117,110
Rakeem Christmas,2016,24,IND,NBA,PF,1,0,6,16.6,16.6,1.000,0.0,0.0,,16.6,16.6,1.000,0.0,0.0,,8.3,0.0,8.3,0.0,0.0,0.0,0.0,8.3,33.1,,204,112
Rakeem Christmas,2017,25,IND,NBA,PF,29,0,219,4.3,9.8,.442,0.0,0.0,,4.3,9.8,.442,4.8,6.6,.724,5.9,6.9,12.8,0.9,0.7,1.4,1.8,8.5,13.5,,115,111
Semaj Christon,2017,24,OKC,NBA,PG,64,1,973,3.9,11.2,.345,0.6,3.2,.190,3.3,8.1,.406,0.9,1.6,.548,1.0,3.4,4.4,6.6,1.4,0.4,2.2,4.0,9.2,,91,111
Gary Clark,2019,24,HOU,NBA,PF,51,2,641,3.8,11.6,.331,3.1,10.6,.297,0.7,1.0,.692,0.5,0.5,1.000,1.8,7.0,8.9,1.4,1.5,2.0,0.5,3.6,11.3,,108,110
Gary Clark,2020,25,TOT,NBA,PF,35,1,425,4.3,11.3,.376,3.1,9.6,.326,1.1,1.7,.667,0.9,1.0,.889,3.0,6.5,9.5,1.7,0.6,1.6,0.6,3.5,12.5,,120,112
Gary Clark,2020,25,HOU,NBA,PF,18,0,212,5.0,12.9,.390,3.9,11.2,.353,1.1,1.8,.625,1.3,1.5,.857,2.4,6.4,8.8,2.6,0.4,1.5,0.4,4.6,15.3,,127,113
Gary Clark,2020,25,ORL,NBA,PF,17,1,213,3.4,9.6,.357,2.3,8.0,.286,1.1,1.6,.714,0.5,0.5,1.000,3.7,6.6,10.3,0.7,0.7,1.6,0.7,2.3,9.6,,110,111
Ian Clark,2014,22,UTA,NBA,SG,23,0,172,7.9,20.5,.388,3.4,9.5,.355,4.6,11.0,.417,1.5,2.1,.714,0.9,4.9,5.8,4.6,2.4,0.6,4.3,7.3,20.8,,90,111
Ian Clark,2015,23,TOT,NBA,SG,30,0,192,5.2,15.1,.345,2.7,8.2,.333,2.5,6.8,.360,2.5,2.5,1.000,1.1,3.3,4.4,3.3,2.5,0.8,2.5,5.5,15.6,,99,106
