Torrey Craig,per_game.2019,28,DEN,NBA,SF,14,11,23.6,2.4,4.9,0.478,1.2,2.6,0.472,1.1,2.4,0.485,0.601,0.6,1.1,0.563,1.5,3.6,5.1,0.9,0.5,0.4,0.4,2.7,6.6
Jamal Crawford,per_game.2010,29,ATL,NBA,SG,11,0,31.9,5.1,14,0.364,1.6,4.5,0.36,3.5,9.5,0.365,0.422,4.5,5.3,0.845,0.1,2.6,2.7,2.7,0.8,0.1,1.8,2.4,16.3
Jamal Crawford,per_game.2011,30,ATL,NBA,SG,12,0,29.8,5.1,12.9,0.394,1.8,5,0.35,3.3,7.9,0.421,0.461,3.5,4.3,0.824,0.1,1.3,1.3,2.5,0.8,0.3,1.3,1.4,15.4
Jamal Crawford,per_game.2013,32,LAC,NBA,SG,6,0,26.8,4,10.3,0.387,1,3.7,0.273,3,6.7,0.45,0.435,1.8,1.8,1,0.3,1.7,2,1.7,0.5,0.2,0.7,1.5,10.8
Jamal Crawford,per_game.2014,33,LAC,NBA,SG,13,0,24.1,5.2,13.2,0.398,2.1,6.1,0.342,3.2,7.1,0.446,0.477,3,3.4,0.886,0.4,1.1,1.5,2,0.9,0.2,1.2,1.8,15.5
Jamal Crawford,per_game.2015,34,LAC,NBA,SG,14,0,27.1,4.8,13.3,0.36,1.3,5.3,0.243,3.5,8,0.438,0.409,1.9,2.1,0.867,0.4,1.7,2.1,1.9,0.9,0.2,1.2,2.4,12.7
Jamal Crawford,per_game.2016,35,LAC,NBA,SG,6,1,33.2,6.5,17.2,0.379,0.7,3.5,0.19,5.8,13.7,0.427,0.398,3.7,4.2,0.88,0.3,1.8,2.2,2.2,1.7,0,1.5,1.5,17.3
Jamal Crawford,per_game.2017,36,LAC,NBA,SG,7,0,28,5,11.9,0.422,0.9,3.6,0.24,4.1,8.3,0.5,0.458,1.7,1.7,1,0.3,1,1.3,1.9,0.6,0.1,1.3,1.7,12.6
Jamal Crawford,per_game.2018,37,MIN,NBA,SG,5,0,24.6,4.2,9.4,0.447,1.4,3.4,0.412,2.8,6,0.467,0.521,2,2.6,0.769,0.2,2.4,2.6,2.4,1,0,1,1.2,11.8
Jordan Crawford,per_game.2013,24,BOS,NBA,SG,5,0,11.8,1.4,4.6,0.304,0.6,2.4,0.25,0.8,2.2,0.364,0.37,0.2,0.4,0.5,0,0.6,0.6,0,0.4,0,0.6,0.6,3.6
Jordan Crawford,per_game.2014,25,GSW,NBA,SG,6,0,9.5,2,5.5,0.364,0.3,1.2,0.286,1.7,4.3,0.385,0.394,1.8,2.3,0.786,0.7,0.8,1.5,0.3,0.2,0,0.8,1.2,6.2
Jordan Crawford,per_game.2018,29,NOP,NBA,SG,2,0,7.5,4,6.5,0.615,1.5,4,0.375,2.5,2.5,1,0.731,0,0,,0,2,2,0.5,0.5,0,1.5,0.5,9.5
Jae Crowder,per_game.2014,23,DAL,NBA,SF,7,0,11.6,1.1,2.6,0.444,0.4,1,0.429,0.7,1.6,0.455,0.528,0,0,,0.6,1.1,1.7,0.3,0.3,0.1,0.4,1.9,2.7
Jae Crowder,per_game.2015,24,BOS,NBA,SF,4,1,25,3.8,7.3,0.517,0.8,2.5,0.3,3,4.8,0.632,0.569,2.5,3.3,0.769,2,3,5,2,1,0.8,1.3,3.5,10.8
Jae Crowder,per_game.2016,25,BOS,NBA,SF,6,6,32.8,3.3,12,0.278,1.7,6.8,0.244,1.7,5.2,0.323,0.347,1.2,1.8,0.636,0.8,5.7,6.5,2.2,1.5,0.5,1.2,2.8,9.5
Jae Crowder,per_game.2017,26,BOS,NBA,SF,18,18,33.1,4.8,11.1,0.435,1.7,4.9,0.352,3.1,6.2,0.5,0.513,2.2,2.7,0.833,1.1,5.3,6.4,2.7,1.1,0.3,0.7,2.9,13.6
Jae Crowder,per_game.2018,27,UTA,NBA,SF,11,2,29.4,3.2,9.8,0.324,2,6,0.333,1.2,3.8,0.31,0.426,1.6,2.5,0.643,0.4,4.7,5.1,1.7,1.4,0.2,1.3,2.3,10
Jae Crowder,per_game.2019,28,UTA,NBA,SF,5,3,26,3.4,9.2,0.37,1.8,6,0.3,1.6,3.2,0.5,0.467,2.8,3.8,0.737,0.8,5,5.8,0.8,1,0,0.2,1.4,11.4
Dante Cunningham,per_game.2010,22,POR,NBA,PF,5,0,8.4,1.8,3,0.6,0,0.2,0,1.8,2.8,0.643,0.6,1,1.2,0.833,1,1.6,2.6,0,1,0,0.6,2,4.6
Dante Cunningham,per_game.2012,24,MEM,NBA,PF,7,0,7,0.6,1.6,0.364,0,0,,0.6,1.6,0.364,0.364,0,0,,0.9,0.7,1.6,0,0.1,0.3,0.1,0.4,1.1
Dante Cunningham,per_game.2015,27,NOP,NBA,PF,4,0,18.8,2.3,2.8,0.818,0,0,,2.3,2.8,0.818,0.818,0.8,0.8,1,1,3.5,4.5,0.5,0.8,1,0,1.8,5.3
Dante Cunningham,per_game.2019,31,SAS,NBA,PF,5,0,2.6,0.4,0.6,0.667,0.4,0.4,1,0,0.2,0,1,0,0,,0.4,0.8,1.2,0,0,0,0,0,1.2
Seth Curry,per_game.2019,28,POR,NBA,SG,16,0,20.4,1.9,5.1,0.366,1.3,3.3,0.404,0.6,1.9,0.3,0.494,0.6,0.7,0.818,0.3,1.3,1.6,0.8,0.8,0.3,0.4,1.7,5.6
Stephen Curry,per_game.2013,24,GSW,NBA,PG,12,12,41.4,8.5,19.6,0.434,3.5,8.8,0.396,5,10.8,0.465,0.523,2.9,3.2,0.921,0.4,3.4,3.8,8.1,1.7,0.2,3.3,2.9,23.4
Stephen Curry,per_game.2014,25,GSW,NBA,PG,7,7,42.3,7.3,16.6,0.44,3.1,8.1,0.386,4.1,8.4,0.492,0.534,5.3,6,0.881,0.6,3,3.6,8.4,1.7,0.1,3.7,2.6,23
Stephen Curry,per_game.2015,26,GSW,NBA,PG,21,21,39.3,9.5,20.9,0.456,4.7,11,0.422,4.9,9.9,0.493,0.567,4.6,5.5,0.835,1,4,5,6.4,1.9,0.1,3.9,2.2,28.3
Stephen Curry,per_game.2016,27,GSW,NBA,PG,18,17,34.1,8.2,18.8,0.438,4.4,11,0.404,3.8,7.8,0.486,0.556,4.2,4.6,0.916,0.8,4.7,5.5,5.2,1.4,0.3,4.2,2.2,25.1
Stephen Curry,per_game.2017,28,GSW,NBA,PG,17,17,35.4,8.9,18.4,0.484,4.2,10.1,0.419,4.6,8.2,0.564,0.599,6.1,6.7,0.904,1.3,4.9,6.2,6.7,2,0.2,3.4,2.2,28.1
Stephen Curry,per_game.2018,29,GSW,NBA,PG,15,14,37,9.1,20.3,0.451,4.3,10.8,0.395,4.9,9.5,0.514,0.556,3,3.1,0.957,0.6,5.5,6.1,5.4,1.7,0.7,2.9,2.5,25.5
Stephen Curry,per_game.2019,30,GSW,NBA,PG,22,22,38.5,8.6,19.6,0.441,4.2,11.1,0.377,4.5,8.5,0.524,0.548,6.7,7.1,0.943,0.8,5.2,6,5.7,1.1,0.2,3,3.1,28.2
Troy Daniels,per_game.2014,22,HOU,NBA,SG,4,0,17,2.3,4.3,0.529,2,3.8,0.533,0.3,0.5,0.5,0.765,1.3,1.3,1,0.8,1.5,2.3,0.3,0.5,0,0.5,2.5,7.8
Troy Daniels,per_game.2016,24,CHO,NBA,SG,4,0,4.5,0.3,2,0.125,0,0.8,0,0.3,1.3,0.2,0.125,0,0,,0,0.5,0.5,0,0,0,0,0.5,0.5
Troy Daniels,per_game.2017,25,MEM,NBA,SG,6,0,11.3,0.5,1.5,0.333,0.5,1.5,0.333,0,0,,0.5,0,0,,0.2,0.7,0.8,0.3,0.3,0,0.3,0.2,1.5
Anthony Davis,per_game.2015,21,NOP,NBA,PF,4,4,43,11.8,21.8,0.54,0,0.5,0,11.8,21.3,0.553,0.54,8,9,0.889,2.3,8.8,11,2,1.3,3,3.3,3,31.5
Anthony Davis,per_game.2018,24,NOP,NBA,PF,9,9,39.8,11.8,22.7,0.52,0.7,2.4,0.273,11.1,20.2,0.549,0.534,5.9,7.1,0.828,2.7,10.8,13.4,1.7,2,2.3,2.6,3.3,30.1
