Jerami Grant,Jerami Grant,Denver Nuggets,2020,"$9,346,153"
Danny Green,Danny Green,Los Angeles Lakers,2019,"$14,634,146"
Danny Green,Danny Green,Los Angeles Lakers,2020,"$15,365,854"
Draymond Green,Draymond Green,Golden State Warriors,2019,"$18,539,130"
Draymond Green,Draymond Green,Golden State Warriors,2020,"$22,246,956"
Draymond Green,Draymond Green,Golden State Warriors,2021,"$24,026,712"
Draymond Green,Draymond Green,Golden State Warriors,2022,"$25,806,469"
Draymond Green,Draymond Green,Golden State Warriors,2023,"$27,586,225"
Gerald Green,Gerald Green,Denver Nuggets,2019,"$2,564,753"
JaMychal Green,JaMychal Green,Los Angeles Clippers,2019,"$4,767,000"
JaMychal Green,JaMychal Green,Los Angeles Clippers,2020,"$5,005,350"
Javonte Green,Javonte Green,Boston Celtics,2019,"$898,310"
Javonte Green,Javonte Green,Boston Celtics,2020,"$1,517,981"
Jeff Green,Jeff Green,Houston Rockets,2019,"$695,526"
Blake Griffin,Blake Griffin,Detroit Pistons,2019,"$34,234,964"
Blake Griffin,Blake Griffin,Detroit Pistons,2020,"$36,595,996"
Blake Griffin,Blake Griffin,Detroit Pistons,2021,"$38,957,028"
Marko Guduric,Marko Guduric,Memphis Grizzlies,2019,"$2,625,000"
Marko Guduric,Marko Guduric,Memphis Grizzlies,2020,"$2,750,000"
Rui Hachimura,Rui Hachimura,Washington Wizards,2019,"$4,469,160"
Rui Hachimura,Rui Hachimura,Washington Wizards,2020,"$4,692,840"
Rui Hachimura,Rui Hachimura,Washington Wizards,2021,"$4,916,160"
Rui Hachimura,Rui Hachimura,Washington Wizards,2022,"$6,263,188"
Donta Hall,Donta Hall,Detroit Pistons,2019,"$101,504"
Justin Hamilton,Justin Hamilton,Toronto Raptors,2019,"$1,000,000"
Dusty Hannahs,Dusty Hannahs,Memphis Grizzlies,2019,"$81,678"
Tim Hardaway Jr.,Tim Hardaway Jr.,Dallas Mavericks,2019,"$18,150,000"
Tim Hardaway Jr.,Tim Hardaway Jr.,Dallas Mavericks,2020,"$18,975,000"
James Harden,James Harden,Houston Rockets,2019,"$37,800,000"
James Harden,James Harden,Houston Rockets,2020,"$40,824,000"
James Harden,James Harden,Houston Rockets,2021,"$43,848,000"
James Harden,James Harden,Houston Rockets,2022,"$46,872,000"
Maurice Harkless,Maurice Harkless,New York Knicks,2019,"$11,511,234"
Montrezl Harrell,Montrezl Harrell,Los Angeles Clippers,2019,"$6,000,000"
Gary Harris,Gary Harris,Denver Nuggets,2019,"$17,839,286"
Gary Harris,Gary Harris,Denver Nuggets,2020,"$19,160,714"
Gary Harris,Gary Harris,Denver Nuggets,2021,"$20,482,143"
Joe Harris,Joe Harris,Brooklyn Nets,2019,"$7,670,000"
Tobias Harris,Tobias Harris,Philadelphia 76ers,2019,"$31,034,483"
Tobias Harris,Tobias Harris,Philadelphia 76ers,2020,"$33,517,241"
Tobias Harris,Tobias Harris,Philadelphia 76ers,2021,"$36,000,000"
Tobias Harris,Tobias Harris,Philadelphia 76ers,2022,"$38,482,759"
Tobias Harris,Tobias Harris,Philadelphia 76ers,2023,"$40,965,517"
Shaquille Harrison,Shaquille Harrison,Chicago Bulls,2019,"$898,310"
Josh Hart,Josh Hart,New Orleans Pelicans,2019,"$1,934,160"
Josh Hart,Josh Hart,New Orleans Pelicans,2020,"$3,491,159"
Isaiah Hartenstein,Isaiah Hartenstein,Houston Rockets,2019,"$1,416,852"
Isaiah Hartenstein,Isaiah Hartenstein,Houston Rockets,2020,"$1,663,861"
Udonis Haslem,Udonis Haslem,Miami Heat,2019,"$2,564,753"
Spencer Hawes,Spencer Hawes,Milwaukee Bucks,2019,"$2,007,058"
Jaxson Hayes,Jaxson Hayes,New Orleans Pelicans,2019,"$4,862,040"
Jaxson Hayes,Jaxson Hayes,New Orleans Pelicans,2020,"$5,105,160"
Jaxson Hayes,Jaxson Hayes,New Orleans Pelicans,2021,"$5,348,280"
Jaxson Hayes,Jaxson Hayes,New Orleans Pelicans,2022,"$6,803,012"
Gordon Hayward,Gordon Hayward,Boston Celtics,2019,"$32,700,690"
Gordon Hayward,Gordon Hayward,Boston Celtics,2020,"$34,187,085"
John Henson,John Henson,Detroit Pistons,2019,"$9,732,396"
Dewan Hernandez,Dewan Hernandez,Toronto Raptors,2019,"$898,310"
Dewan Hernandez,Dewan Hernandez,Toronto Raptors,2020,"$1,517,981"
Dewan Hernandez,Dewan Hernandez,Toronto Raptors,2021,"$1,782,621"
Juan Hernangómez,Juan Hernangómez,Minnesota Timberwolves,2019,"$3,321,030"
Willy Hernangómez,Willy Hernangómez,Charlotte Hornets,2019,"$1,676,735"
Tyler Herro,Tyler Herro,Miami Heat,2019,"$3,640,200"
Tyler Herro,Tyler Herro,Miami Heat,2020,"$3,822,240"
Tyler Herro,Tyler Herro,Miami Heat,2021,"$4,004,280"
Tyler Herro,Tyler Herro,Miami Heat,2022,"$5,722,116"
Mario Hezonja,Mario Hezonja,Portland Trail Blazers,2019,"$1,737,145"
Mario Hezonja,Mario Hezonja,Portland Trail Blazers,2020,"$1,882,867"
Buddy Hield,Buddy Hield,Sacramento Kings,2019,"$4,861,208"
Buddy Hield,Buddy Hield,Sacramento Kings,2020,"$24,431,818"
Buddy Hield,Buddy Hield,Sacramento Kings,2021,"$22,477,273"
Buddy Hield,Buddy Hield,Sacramento Kings,2022,"$20,522,727"
Buddy Hield,Buddy Hield,Sacramento Kings,2023,"$18,568,182"
Nenê,Nenê,Atlanta Hawks,2019,"$2,564,753"
George Hill,George Hill,Milwaukee Bucks,2019,"$9,133,907"
George Hill,George Hill,Milwaukee Bucks,2020,"$9,590,602"
George Hill,George Hill,Milwaukee Bucks,2021,"$10,047,297"
Solomon Hill,Solomon Hill,Miami Heat,2019,"$13,258,781"
Aaron Holiday,Aaron Holiday,Indiana Pacers,2019,"$2,239,200"
Aaron Holiday,Aaron Holiday,Indiana Pacers,2020,"$2,345,640"
Aaron Holiday,Aaron Holiday,Indiana Pacers,2021,"$3,980,551"
Jrue Holiday,Jrue Holiday,New Orleans Pelicans,2019,"$26,131,111"
Jrue Holiday,Jrue Holiday,New Orleans Pelicans,2020,"$26,131,111"
Jrue Holiday,Jrue Holiday,New Orleans Pelicans,2021,"$27,020,000"
Justin Holiday,Justin Holiday,Indiana Pacers,2019,"$4,767,000"
Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,Toronto Raptors,2019,"$2,500,000"
Richaun Holmes,Richaun Holmes,Sacramento Kings,2019,"$4,767,000"
Richaun Holmes,Richaun Holmes,Sacramento Kings,2020,"$5,005,350"
Rodney Hood,Rodney Hood,Portland Trail Blazers,2019,"$5,718,000"
Rodney Hood,Rodney Hood,Portland Trail Blazers,2020,"$6,003,900"
Al Horford,Al Horford,Philadelphia 76ers,2019,"$28,000,000"
Al Horford,Al Horford,Philadelphia 76ers,2020,"$27,500,000"
Al Horford,Al Horford,Philadelphia 76ers,2021,"$27,000,000"
Al Horford,Al Horford,Philadelphia 76ers,2022,"$26,500,000"
Talen Horton-Tucker,Talen Horton-Tucker,Los Angeles Lakers,2019,"$898,310"
Talen Horton-Tucker,Talen Horton-Tucker,Los Angeles Lakers,2020,"$1,517,981"
Danuel House,Danuel House,Houston Rockets,2019,"$3,540,000"
Danuel House,Danuel House,Houston Rockets,2020,"$3,717,000"
Danuel House,Danuel House,Houston Rockets,2021,"$3,894,000"
Dwight Howard,Dwight Howard,Los Angeles Lakers,2019,"$2,564,753"
Kevin Huerter,Kevin Huerter,Atlanta Hawks,2019,"$2,636,280"
Kevin Huerter,Kevin Huerter,Atlanta Hawks,2020,"$2,761,920"
Kevin Huerter,Kevin Huerter,Atlanta Hawks,2021,"$4,253,357"
De'Andre Hunter,De'Andre Hunter,Atlanta Hawks,2019,"$7,068,360"
De'Andre Hunter,De'Andre Hunter,Atlanta Hawks,2020,"$7,422,000"
De'Andre Hunter,De'Andre Hunter,Atlanta Hawks,2021,"$7,775,400"
De'Andre Hunter,De'Andre Hunter,Atlanta Hawks,2022,"$9,835,881"
Chandler Hutchison,Chandler Hutchison,Chicago Bulls,2019,"$2,332,320"
Chandler Hutchison,Chandler Hutchison,Chicago Bulls,2020,"$2,443,440"
Chandler Hutchison,Chandler Hutchison,Chicago Bulls,2021,"$4,019,459"
Serge Ibaka,Serge Ibaka,Toronto Raptors,2019,"$23,271,604"
Andre Iguodala,Andre Iguodala,Miami Heat,2019,"$17,185,185"
Andre Iguodala,Andre Iguodala,Miami Heat,2020,"$15,000,000"
Andre Iguodala,Andre Iguodala,Miami Heat,2021,"$15,000,000"
Ersan İlyasova,Ersan İlyasova,Milwaukee Bucks,2019,"$7,000,000"
Ersan İlyasova,Ersan İlyasova,Milwaukee Bucks,2020,"$7,000,000"
Joe Ingles,Joe Ingles,Utah Jazz,2019,"$11,954,546"
Joe Ingles,Joe Ingles,Utah Jazz,2020,"$10,863,637"
Joe Ingles,Joe Ingles,Utah Jazz,2021,"$14,000,000"
Brandon Ingram,Brandon Ingram,New Orleans Pelicans,2019,"$7,265,485"
Kyrie Irving,Kyrie Irving,Brooklyn Nets,2019,"$31,742,000"
Kyrie Irving,Kyrie Irving,Brooklyn Nets,2020,"$33,329,100"
Kyrie Irving,Kyrie Irving,Brooklyn Nets,2021,"$34,916,200"
Kyrie Irving,Kyrie Irving,Brooklyn Nets,2022,"$36,503,300"
Jonathan Isaac,Jonathan Isaac,Orlando Magic,2019,"$5,806,440"
Jonathan Isaac,Jonathan Isaac,Orlando Magic,2020,"$7,362,566"
Wesley Iwundu,Wesley Iwundu,Orlando Magic,2019,"$1,618,520"
Demetrius Jackson,Demetrius Jackson,Boston Celtics,2019,"$92,857"
Demetrius Jackson,Demetrius Jackson,Boston Celtics,2020,"$92,857"
Demetrius Jackson,Demetrius Jackson,Boston Celtics,2021,"$92,857"
Demetrius Jackson,Demetrius Jackson,Boston Celtics,2022,"$92,857"
Demetrius Jackson,Demetrius Jackson,Boston Celtics,2023,"$92,857"
Frank Jackson,Frank Jackson,New Orleans Pelicans,2019,"$1,618,520"
Jaren Jackson Jr.,Jaren Jackson Jr.,Memphis Grizzlies,2019,"$6,927,480"
Jaren Jackson Jr.,Jaren Jackson Jr.,Memphis Grizzlies,2020,"$7,257,360"
Jaren Jackson Jr.,Jaren Jackson Jr.,Memphis Grizzlies,2021,"$9,180,560"
Josh Jackson,Josh Jackson,Memphis Grizzlies,2019,"$7,059,480"
Justin Jackson,Justin Jackson,Dallas Mavericks,2019,"$3,280,920"
Justin Jackson,Justin Jackson,Dallas Mavericks,2020,"$5,029,650"
Reggie Jackson,Reggie Jackson,Detroit Pistons,2019,"$17,286,956"
Justin James,Justin James,Sacramento Kings,2019,"$898,310"
Justin James,Justin James,Sacramento Kings,2020,"$1,517,981"
Justin James,Justin James,Sacramento Kings,2021,"$1,782,621"
LeBron James,LeBron James,Los Angeles Lakers,2019,"$37,436,858"
LeBron James,LeBron James,Los Angeles Lakers,2020,"$39,219,565"
LeBron James,LeBron James,Los Angeles Lakers,2021,"$41,002,273"
Amile Jefferson,Amile Jefferson,Orlando Magic,2019,"$1,445,697"
Ty Jerome,Ty Jerome,Phoenix Suns,2019,"$2,193,480"
Ty Jerome,Ty Jerome,Phoenix Suns,2020,"$2,303,040"
Ty Jerome,Ty Jerome,Phoenix Suns,2021,"$2,412,840"
Ty Jerome,Ty Jerome,Phoenix Suns,2022,"$4,220,057"
Alize Johnson,Alize Johnson,Indiana Pacers,2019,"$1,416,852"
Cameron Johnson,Cameron Johnson,Phoenix Suns,2019,"$4,033,440"
Cameron Johnson,Cameron Johnson,Phoenix Suns,2020,"$4,235,160"
Cameron Johnson,Cameron Johnson,Phoenix Suns,2021,"$4,437,000"
Cameron Johnson,Cameron Johnson,Phoenix Suns,2022,"$5,887,899"
Dakari Johnson,Dakari Johnson,Memphis Grizzlies,2019,"$459,414"
Dakari Johnson,Dakari Johnson,Memphis Grizzlies,2020,"$459,414"
James Johnson,James Johnson,Minnesota Timberwolves,2019,"$15,349,400"
James Johnson,James Johnson,Minnesota Timberwolves,2020,"$16,047,100"
Keldon Johnson,Keldon Johnson,San Antonio Spurs,2019,"$1,950,600"
Keldon Johnson,Keldon Johnson,San Antonio Spurs,2020,"$2,048,040"
Keldon Johnson,Keldon Johnson,San Antonio Spurs,2021,"$2,145,720"
Keldon Johnson,Keldon Johnson,San Antonio Spurs,2022,"$3,873,025"
Stanley Johnson,Stanley Johnson,Toronto Raptors,2019,"$3,623,000"
Stanley Johnson,Stanley Johnson,Toronto Raptors,2020,"$3,801,000"
Tyler Johnson,Tyler Johnson,Phoenix Suns,2019,"$19,245,370"
Nikola Jokić,Nikola Jokić,Denver Nuggets,2019,"$26,573,595"
Nikola Jokić,Nikola Jokić,Denver Nuggets,2020,"$28,542,009"
Nikola Jokić,Nikola Jokić,Denver Nuggets,2021,"$30,510,423"
Nikola Jokić,Nikola Jokić,Denver Nuggets,2022,"$32,478,837"
Damian Jones,Damian Jones,Atlanta Hawks,2019,"$2,305,057"
Derrick Jones Jr.,Derrick Jones Jr.,Miami Heat,2019,"$1,645,357"
Jemerrio Jones,Jemerrio Jones,Washington Wizards,2019,"$199,000"
Tyus Jones,Tyus Jones,Memphis Grizzlies,2019,"$8,408,000"
Tyus Jones,Tyus Jones,Memphis Grizzlies,2020,"$7,965,100"
Tyus Jones,Tyus Jones,Memphis Grizzlies,2021,"$7,522,200"
DeAndre Jordan,DeAndre Jordan,Brooklyn Nets,2019,"$9,881,598"
DeAndre Jordan,DeAndre Jordan,Brooklyn Nets,2020,"$10,375,678"
DeAndre Jordan,DeAndre Jordan,Brooklyn Nets,2021,"$9,881,598"
DeAndre Jordan,DeAndre Jordan,Brooklyn Nets,2022,"$9,821,842"
Cory Joseph,Cory Joseph,Sacramento Kings,2019,"$12,000,000"
Cory Joseph,Cory Joseph,Sacramento Kings,2020,"$12,600,000"
Cory Joseph,Cory Joseph,Sacramento Kings,2021,"$12,600,000"
Mfiondu Kabengele,Mfiondu Kabengele,Los Angeles Clippers,2019,"$1,977,000"
Mfiondu Kabengele,Mfiondu Kabengele,Los Angeles Clippers,2020,"$2,075,880"
Mfiondu Kabengele,Mfiondu Kabengele,Los Angeles Clippers,2021,"$2,174,880"
Mfiondu Kabengele,Mfiondu Kabengele,Los Angeles Clippers,2022,"$3,923,484"
Frank Kaminsky,Frank Kaminsky,Phoenix Suns,2019,"$4,767,000"
Frank Kaminsky,Frank Kaminsky,Phoenix Suns,2020,"$5,005,350"
Enes Kanter,Enes Kanter,Boston Celtics,2019,"$4,767,000"
Enes Kanter,Enes Kanter,Boston Celtics,2020,"$5,005,350"
Luke Kennard,Luke Kennard,Detroit Pistons,2019,"$3,827,160"
Luke Kennard,Luke Kennard,Detroit Pistons,2020,"$5,273,826"
Stanton Kidd,Stanton Kidd,Utah Jazz,2019,"$250,000"
Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,Charlotte Hornets,2019,"$13,000,000"
Maxi Kleber,Maxi Kleber,Dallas Mavericks,2019,"$8,000,000"
Maxi Kleber,Maxi Kleber,Dallas Mavericks,2020,"$8,250,000"
Maxi Kleber,Maxi Kleber,Dallas Mavericks,2021,"$8,750,000"
Maxi Kleber,Maxi Kleber,Dallas Mavericks,2022,"$9,000,000"
Brandon Knight,Brandon Knight,Detroit Pistons,2019,"$15,643,750"
Kevin Knox,Kevin Knox,New York Knicks,2019,"$4,380,120"
Kevin Knox,Kevin Knox,New York Knicks,2020,"$4,588,680"
Kevin Knox,Kevin Knox,New York Knicks,2021,"$5,845,978"
Furkan Korkmaz,Furkan Korkmaz,Philadelphia 76ers,2019,"$1,620,564"
Furkan Korkmaz,Furkan Korkmaz,Philadelphia 76ers,2020,"$1,762,796"
Luke Kornet,Luke Kornet,Chicago Bulls,2019,"$2,195,122"
Luke Kornet,Luke Kornet,Chicago Bulls,2020,"$2,304,878"
Kyle Korver,Kyle Korver,Milwaukee Bucks,2019,"$2,564,753"
Rodions Kurucs,Rodions Kurucs,Brooklyn Nets,2019,"$1,699,236"
Rodions Kurucs,Rodions Kurucs,Brooklyn Nets,2020,"$1,780,152"
Rodions Kurucs,Rodions Kurucs,Brooklyn Nets,2021,"$1,861,068"
Kyle Kuzma,Kyle Kuzma,Los Angeles Lakers,2019,"$1,974,600"
Kyle Kuzma,Kyle Kuzma,Los Angeles Lakers,2020,"$3,562,178"
Zach LaVine,Zach LaVine,Chicago Bulls,2019,"$19,500,000"
Zach LaVine,Zach LaVine,Chicago Bulls,2020,"$19,500,000"
Zach LaVine,Zach LaVine,Chicago Bulls,2021,"$19,500,000"
Skal Labissière,Skal Labissière,Atlanta Hawks,2019,"$2,338,847"
Jeremy Lamb,Jeremy Lamb,Indiana Pacers,2019,"$10,500,000"
Jeremy Lamb,Jeremy Lamb,Indiana Pacers,2020,"$10,500,000"
Jeremy Lamb,Jeremy Lamb,Indiana Pacers,2021,"$10,500,000"
Romeo Langford,Romeo Langford,Boston Celtics,2019,"$3,458,400"
Romeo Langford,Romeo Langford,Boston Celtics,2020,"$3,631,200"
Romeo Langford,Romeo Langford,Boston Celtics,2021,"$3,804,360"
Romeo Langford,Romeo Langford,Boston Celtics,2022,"$5,634,257"
Jake Layman,Jake Layman,Minnesota Timberwolves,2019,"$3,581,986"
Jake Layman,Jake Layman,Minnesota Timberwolves,2020,"$3,761,085"
Jake Layman,Jake Layman,Minnesota Timberwolves,2021,"$3,940,184"
Caris LeVert,Caris LeVert,Brooklyn Nets,2019,"$2,625,718"
Caris LeVert,Caris LeVert,Brooklyn Nets,2020,"$16,203,704"
Caris LeVert,Caris LeVert,Brooklyn Nets,2021,"$17,500,000"
Caris LeVert,Caris LeVert,Brooklyn Nets,2022,"$18,796,296"
T.J. Leaf,T.J. Leaf,Indiana Pacers,2019,"$2,813,280"
T.J. Leaf,T.J. Leaf,Indiana Pacers,2020,"$4,326,825"
Jalen Lecque,Jalen Lecque,Phoenix Suns,2019,"$898,310"
Jalen Lecque,Jalen Lecque,Phoenix Suns,2020,"$1,517,981"
Jalen Lecque,Jalen Lecque,Phoenix Suns,2021,"$1,782,621"
Jalen Lecque,Jalen Lecque,Phoenix Suns,2022,"$1,930,681"
Courtney Lee,Courtney Lee,Dallas Mavericks,2019,"$12,759,670"
Damion Lee,Damion Lee,Golden State Warriors,2019,"$842,327"
Damion Lee,Damion Lee,Golden State Warriors,2020,"$1,762,796"
Damion Lee,Damion Lee,Golden State Warriors,2021,"$1,910,860"
Alex Len,Alex Len,Sacramento Kings,2019,"$4,160,000"
Kawhi Leonard,Kawhi Leonard,Los Angeles Clippers,2019,"$32,742,000"
Kawhi Leonard,Kawhi Leonard,Los Angeles Clippers,2020,"$34,379,100"
Kawhi Leonard,Kawhi Leonard,Los Angeles Clippers,2021,"$36,016,200"
Meyers Leonard,Meyers Leonard,Miami Heat,2019,"$11,286,515"
Jon Leuer,Jon Leuer,Milwaukee Bucks,2019,"$3,169,348"
Jon Leuer,Jon Leuer,Milwaukee Bucks,2020,"$3,169,348"
Jon Leuer,Jon Leuer,Milwaukee Bucks,2021,"$3,169,347"
Damian Lillard,Damian Lillard,Portland Trail Blazers,2019,"$29,802,321"
Damian Lillard,Damian Lillard,Portland Trail Blazers,2020,"$31,626,953"
Damian Lillard,Damian Lillard,Portland Trail Blazers,2021,"$43,750,000"
Damian Lillard,Damian Lillard,Portland Trail Blazers,2022,"$47,250,000"
Damian Lillard,Damian Lillard,Portland Trail Blazers,2023,"$50,750,000"
Damian Lillard,Damian Lillard,Portland Trail Blazers,2024,"$54,250,000"
Nassir Little,Nassir Little,Portland Trail Blazers,2019,"$2,105,520"
Nassir Little,Nassir Little,Portland Trail Blazers,2020,"$2,210,640"
Nassir Little,Nassir Little,Portland Trail Blazers,2021,"$2,316,240"
Nassir Little,Nassir Little,Portland Trail Blazers,2022,"$4,171,548"
Kevon Looney,Kevon Looney,Golden State Warriors,2019,"$4,464,286"
Kevon Looney,Kevon Looney,Golden State Warriors,2020,"$4,821,429"
Kevon Looney,Kevon Looney,Golden State Warriors,2021,"$5,178,572"
Brook Lopez,Brook Lopez,Milwaukee Bucks,2019,"$12,093,024"
Brook Lopez,Brook Lopez,Milwaukee Bucks,2020,"$12,697,675"
Brook Lopez,Brook Lopez,Milwaukee Bucks,2021,"$13,302,325"
Brook Lopez,Brook Lopez,Milwaukee Bucks,2022,"$13,906,976"
Robin Lopez,Robin Lopez,Milwaukee Bucks,2019,"$4,767,000"
Robin Lopez,Robin Lopez,Milwaukee Bucks,2020,"$5,005,350"
Kevin Love,Kevin Love,Cleveland Cavaliers,2019,"$28,900,000"
Kevin Love,Kevin Love,Cleveland Cavaliers,2020,"$31,300,000"
Kevin Love,Kevin Love,Cleveland Cavaliers,2021,"$31,300,000"
Kevin Love,Kevin Love,Cleveland Cavaliers,2022,"$28,900,000"
Kyle Lowry,Kyle Lowry,Toronto Raptors,2019,"$33,296,296"
Kyle Lowry,Kyle Lowry,Toronto Raptors,2020,"$30,000,000"
Timothé Luwawu-Cabarrot,Timothé Luwawu-Cabarrot,Brooklyn Nets,2019,"$654,468"
Timothé Luwawu-Cabarrot,Timothé Luwawu-Cabarrot,Brooklyn Nets,2020,"$1,824,003"
Tyler Lydon,Tyler Lydon,Sacramento Kings,2019,"$50,000"
Trey Lyles,Trey Lyles,San Antonio Spurs,2019,"$5,500,000"
Trey Lyles,Trey Lyles,San Antonio Spurs,2020,"$5,500,000"
Sheldon Mac,Sheldon Mac,Cleveland Cavaliers,2019,"$81,678"
J.P. Macura,J.P. Macura,Cleveland Cavaliers,2019,"$81,678"
Josh Magette,Josh Magette,Orlando Magic,2019,"$81,678"
Ian Mahinmi,Ian Mahinmi,Washington Wizards,2019,"$15,450,051"
Thon Maker,Thon Maker,Detroit Pistons,2019,"$3,569,643"
Terance Mann,Terance Mann,Los Angeles Clippers,2019,"$1,000,000"
Terance Mann,Terance Mann,Los Angeles Clippers,2020,"$1,517,984"
Terance Mann,Terance Mann,Los Angeles Clippers,2021,"$1,782,621"
Terance Mann,Terance Mann,Los Angeles Clippers,2022,"$1,930,681"
Boban Marjanović,Boban Marjanović,Dallas Mavericks,2019,"$3,500,000"
Boban Marjanović,Boban Marjanović,Dallas Mavericks,2020,"$3,500,000"
Lauri Markkanen,Lauri Markkanen,Chicago Bulls,2019,"$5,300,400"
Lauri Markkanen,Lauri Markkanen,Chicago Bulls,2020,"$6,731,508"
Caleb Martin,Caleb Martin,Charlotte Hornets,2019,"$898,310"
Caleb Martin,Caleb Martin,Charlotte Hornets,2020,"$1,517,981"
Caleb Martin,Caleb Martin,Charlotte Hornets,2021,"$1,782,621"
Cody Martin,Cody Martin,Charlotte Hornets,2019,"$1,173,310"
Cody Martin,Cody Martin,Charlotte Hornets,2020,"$1,517,981"
Cody Martin,Cody Martin,Charlotte Hornets,2021,"$1,782,621"
Yante Maten,Yante Maten,Miami Heat,2019,"$100,000"
Wesley Matthews,Wesley Matthews,Milwaukee Bucks,2019,"$2,564,753"
Wesley Matthews,Wesley Matthews,Milwaukee Bucks,2020,"$2,692,991"
Patrick McCaw,Patrick McCaw,Toronto Raptors,2019,"$4,000,000"
Patrick McCaw,Patrick McCaw,Toronto Raptors,2020,"$4,000,000"
CJ McCollum,CJ McCollum,Portland Trail Blazers,2019,"$27,556,959"
CJ McCollum,CJ McCollum,Portland Trail Blazers,2020,"$29,354,152"
CJ McCollum,CJ McCollum,Portland Trail Blazers,2021,"$30,864,198"
CJ McCollum,CJ McCollum,Portland Trail Blazers,2022,"$33,333,333"
CJ McCollum,CJ McCollum,Portland Trail Blazers,2023,"$35,802,469"
T.J. McConnell,T.J. McConnell,Indiana Pacers,2019,"$3,500,000"
T.J. McConnell,T.J. McConnell,Indiana Pacers,2020,"$3,500,000"
Jalen McDaniels,Jalen McDaniels,Charlotte Hornets,2019,"$898,310"
Jalen McDaniels,Jalen McDaniels,Charlotte Hornets,2020,"$1,517,981"
Jalen McDaniels,Jalen McDaniels,Charlotte Hornets,2021,"$1,782,621"
Jalen McDaniels,Jalen McDaniels,Charlotte Hornets,2022,"$1,930,681"
Doug McDermott,Doug McDermott,Indiana Pacers,2019,"$7,333,334"
Doug McDermott,Doug McDermott,Indiana Pacers,2020,"$7,333,333"
JaVale McGee,JaVale McGee,Los Angeles Lakers,2019,"$4,000,000"
JaVale McGee,JaVale McGee,Los Angeles Lakers,2020,"$4,200,000"
Rodney McGruder,Rodney McGruder,Los Angeles Clippers,2019,"$4,629,630"
Rodney McGruder,Rodney McGruder,Los Angeles Clippers,2020,"$5,000,000"
Rodney McGruder,Rodney McGruder,Los Angeles Clippers,2021,"$5,370,370"
Alfonzo McKinnie,Alfonzo McKinnie,Cleveland Cavaliers,2019,"$1,361,046"
Alfonzo McKinnie,Alfonzo McKinnie,Cleveland Cavaliers,2020,"$1,762,796"
Alfonzo McKinnie,Alfonzo McKinnie,Cleveland Cavaliers,2021,"$1,910,860"
Alfonzo McKinnie,Alfonzo McKinnie,Cleveland Cavaliers,2022,"$2,165,298"
Ben McLemore,Ben McLemore,Houston Rockets,2019,"$2,028,594"
Ben McLemore,Ben McLemore,Houston Rockets,2020,"$2,283,034"
Jordan McRae,Jordan McRae,Detroit Pistons,2019,"$1,645,357"
Nicolò Melli,Nicolò Melli,New Orleans Pelicans,2019,"$3,902,439"
Nicolò Melli,Nicolò Melli,New Orleans Pelicans,2020,"$4,097,561"
De'Anthony Melton,De'Anthony Melton,Memphis Grizzlies,2019,"$1,416,852"
Chimezie Metu,Chimezie Metu,San Antonio Spurs,2019,"$1,416,852"
Chimezie Metu,Chimezie Metu,San Antonio Spurs,2020,"$1,663,861"
Khris Middleton,Khris Middleton,Milwaukee Bucks,2019,"$30,603,448"
Khris Middleton,Khris Middleton,Milwaukee Bucks,2020,"$33,051,724"
Khris Middleton,Khris Middleton,Milwaukee Bucks,2021,"$35,500,000"
Khris Middleton,Khris Middleton,Milwaukee Bucks,2022,"$37,948,276"
Khris Middleton,Khris Middleton,Milwaukee Bucks,2023,"$40,396,552"
Eric Mika,Eric Mika,Sacramento Kings,2019,"$50,752"
C.J. Miles,C.J. Miles,Washington Wizards,2019,"$8,730,158"
Darius Miller,Darius Miller,New Orleans Pelicans,2019,"$7,250,000"
Darius Miller,Darius Miller,New Orleans Pelicans,2020,"$7,000,000"
Malcolm Miller,Malcolm Miller,Toronto Raptors,2019,"$1,588,231"
Patty Mills,Patty Mills,San Antonio Spurs,2019,"$12,428,571"
Patty Mills,Patty Mills,San Antonio Spurs,2020,"$13,285,714"
Paul Millsap,Paul Millsap,Denver Nuggets,2019,"$30,500,000"
Shake Milton,Shake Milton,Philadelphia 76ers,2019,"$1,445,697"
Shake Milton,Shake Milton,Philadelphia 76ers,2020,"$1,701,593"
Shake Milton,Shake Milton,Philadelphia 76ers,2021,"$1,846,738"
Shake Milton,Shake Milton,Philadelphia 76ers,2022,"$1,997,718"
Donovan Mitchell,Donovan Mitchell,Utah Jazz,2019,"$3,635,760"
Donovan Mitchell,Donovan Mitchell,Utah Jazz,2020,"$5,195,501"
Malik Monk,Malik Monk,Charlotte Hornets,2019,"$4,028,400"
Malik Monk,Malik Monk,Charlotte Hornets,2020,"$5,345,687"
E'Twaun Moore,E'Twaun Moore,New Orleans Pelicans,2019,"$8,664,928"
Ja Morant,Ja Morant,Memphis Grizzlies,2019,"$8,730,240"
Ja Morant,Ja Morant,Memphis Grizzlies,2020,"$9,166,800"
Ja Morant,Ja Morant,Memphis Grizzlies,2021,"$9,603,360"
Ja Morant,Ja Morant,Memphis Grizzlies,2022,"$12,119,440"
Juwan Morgan,Juwan Morgan,Utah Jazz,2019,"$746,054"
Marcus Morris,Marcus Morris,Los Angeles Clippers,2019,"$15,000,000"
