Clint Capela,pbp.2019,24,HOU,NBA,C,11,331,,,,,100%,1,-6.2,6,5,11,2,19,1,41,3,10
DeMarre Carroll,pbp.2012,25,UTA,NBA,SF,4,73,,37%,63%,,,-2.2,25.5,2,0,2,1,0,0,6,0,3
DeMarre Carroll,pbp.2014,27,ATL,NBA,SF,7,246,,,99%,1%,,-5,-9.4,3,4,7,1,4,2,30,3,3
DeMarre Carroll,pbp.2015,28,ATL,NBA,SF,16,558,,,100%,,,3.6,11.6,7,4,17,3,20,2,77,4,12
DeMarre Carroll,pbp.2016,29,TOR,NBA,SF,20,596,,,71%,29%,,-3.4,5.1,6,7,28,2,12,4,41,1,6
DeMarre Carroll,pbp.2017,30,TOR,NBA,SF,10,155,,,40%,60%,,-11.5,-8.3,0,2,6,1,4,1,13,1,3
DeMarre Carroll,pbp.2019,32,BRK,NBA,PF,5,119,,,,60%,40%,-13.6,-6.8,3,0,4,0,4,1,5,0,5
Vince Carter,pbp.2000,23,TOR,NBA,SF,3,119,,76%,24%,,,-7.5,-12.2,5,0,4,2,10,0,42,1,4
Vince Carter,pbp.2001,24,TOR,NBA,SF,12,539,,3%,97%,,,2.4,24.4,6,13,19,5,32,,122,10,13
Vince Carter,pbp.2005,28,NJN,NBA,SF,4,179,,73%,27%,,,-13,-0.9,6,3,9,6,13,,50,3,3
Vince Carter,pbp.2006,29,NJN,NBA,SG,11,450,,91%,9%,,,0.7,13.2,10,10,14,4,42,5,127,12,7
Vince Carter,pbp.2007,30,NJN,NBA,SG,12,487,3%,96%,1%,,,3.6,14.3,12,18,18,3,38,3,151,10,13
Vince Carter,pbp.2010,33,ORL,NBA,SG,14,480,,84%,16%,,,11.6,5.1,14,7,26,1,26,3,81,7,7
Vince Carter,pbp.2012,35,DAL,NBA,SG,4,107,,,100%,,,-18.6,-28.3,2,2,5,1,3,2,3,0,2
Vince Carter,pbp.2014,37,DAL,NBA,SG,7,190,,29%,65%,6%,,4.9,17,0,6,4,0,6,2,38,0,3
Vince Carter,pbp.2015,38,MEM,NBA,SG,11,196,,26%,73%,1%,,-2.4,-3.4,5,1,11,0,7,1,24,5,3
Vince Carter,pbp.2016,39,MEM,NBA,SG,4,91,1%,50%,49%,,,-29.2,-8.8,1,0,4,1,2,0,11,0,9
Vince Carter,pbp.2017,40,MEM,NBA,SF,6,195,,56%,44%,,,-15,-15.9,5,3,7,2,3,1,22,0,2
Michael Carter-Williams,pbp.2015,23,MIL,NBA,PG,6,191,93%,7%,,,,-18.2,-17.2,8,6,6,0,7,1,65,4,7
Michael Carter-Williams,pbp.2017,25,CHI,NBA,PG,5,53,84%,15%,1%,,,-10.9,-4.1,5,1,1,0,2,1,15,0,2
Michael Carter-Williams,pbp.2019,27,ORL,NBA,PG,5,92,92%,8%,,,,-8.1,11.4,4,1,3,1,3,3,30,2,0
Mario Chalmers,pbp.2009,22,MIA,NBA,PG,7,231,100%,,,,,0.5,-2.2,10,5,8,1,2,1,66,1,2
Mario Chalmers,pbp.2010,23,MIA,NBA,PG,5,131,100%,,,,,-3.3,11.1,7,2,7,3,4,5,28,2,2
Mario Chalmers,pbp.2011,24,MIA,NBA,PG,21,511,99%,1%,,,,8.3,10.8,19,6,26,2,10,2,99,2,3
Mario Chalmers,pbp.2012,25,MIA,NBA,PG,23,819,96%,4%,,,,6.8,-5.2,26,7,29,3,18,7,204,3,13
Mario Chalmers,pbp.2013,26,MIA,NBA,PG,23,650,99%,1%,,,,8.2,2.2,23,9,22,2,22,4,157,4,13
Mario Chalmers,pbp.2014,27,MIA,NBA,PG,20,535,90%,10%,,,,2.2,-0.7,15,8,13,6,12,2,168,3,6
Tyson Chandler,pbp.2005,22,CHI,NBA,C,6,172,,,,,100%,5.9,19.8,0,2,12,4,20,,19,4,4
Tyson Chandler,pbp.2006,23,CHI,NBA,C,6,104,,,,,100%,-2.5,0.3,1,1,11,2,4,4,6,2,0
Tyson Chandler,pbp.2008,25,NOH,NBA,C,12,412,,,,,100%,12.3,27.8,1,1,23,5,4,4,10,0,5
Tyson Chandler,pbp.2009,26,NOH,NBA,C,4,94,,,,,100%,-36.8,-16,2,1,8,3,2,2,4,0,0
Tyson Chandler,pbp.2010,27,CHA,NBA,C,4,60,,,,,100%,1.9,18.6,0,0,5,4,2,3,4,1,0
Tyson Chandler,pbp.2011,28,DAL,NBA,C,21,680,,,,,100%,8.2,3.2,1,1,37,8,36,4,18,5,15
Tyson Chandler,pbp.2012,29,NYK,NBA,C,5,167,,,,,100%,-12.8,11.6,5,2,10,6,8,1,9,1,1
Tyson Chandler,pbp.2013,30,NYK,NBA,C,12,350,,,,,100%,5.1,4.6,3,3,20,2,8,1,8,4,5
Tyson Chandler,pbp.2015,32,DAL,NBA,C,5,160,,,,,100%,-9.6,-11.4,1,1,9,1,10,2,2,0,3
Wilson Chandler,pbp.2011,23,DEN,NBA,SF,5,115,,30%,62%,8%,,-1.3,8.1,1,2,8,0,1,0,6,0,1
Wilson Chandler,pbp.2013,25,DEN,NBA,PF,6,205,,,15%,83%,3%,-1.6,11.7,0,1,11,3,3,2,20,0,3
Wilson Chandler,pbp.2019,31,LAC,NBA,SF,4,52,,,46%,54%,,7.8,20.5,0,1,3,1,2,0,5,0,1
Semaj Christon,pbp.2017,24,OKC,NBA,PG,2,21,100%,,,,,-47.8,-42.4,0,0,1,0,0,0,11,0,0
Gary Clark,pbp.2019,24,HOU,NBA,PF,2,4,,,,100%,,-20,-23.7,0,0,0,0,0,0,0,0,0
Ian Clark,pbp.2016,24,GSW,NBA,SG,16,154,65%,35%,,,,4.1,-0.7,2,7,9,0,5,3,42,2,5
Ian Clark,pbp.2017,25,GSW,NBA,SG,16,219,68%,27%,5%,,,0,-18.2,4,5,7,0,7,2,27,3,3
Ian Clark,pbp.2018,26,NOP,NBA,SG,9,190,60%,40%,,,,-8,-13.6,5,4,8,0,1,3,25,1,4
Jordan Clarkson,pbp.2018,25,CLE,NBA,SG,19,286,89%,11%,,,,-9.2,-10,3,5,11,2,1,3,28,1,11
Zach Collins,pbp.2018,20,POR,NBA,C,4,70,,,,8%,92%,-17.6,-12.6,1,0,4,1,1,1,14,0,3
Zach Collins,pbp.2019,21,POR,NBA,C,16,275,,,,20%,80%,-2.2,-0.7,3,4,27,10,11,3,31,3,5
Mike Conley,pbp.2011,23,MEM,NBA,PG,13,507,100%,,,,,0.4,4.4,18,8,18,1,19,7,180,1,19
Mike Conley,pbp.2012,24,MEM,NBA,PG,7,277,100%,,,,,1.3,5.5,13,0,8,0,8,3,109,0,5
Mike Conley,pbp.2013,25,MEM,NBA,PG,15,575,100%,,,,,4.2,14.5,18,12,11,2,30,8,226,5,16
Mike Conley,pbp.2014,26,MEM,NBA,PG,7,267,100%,,,,,-5.5,-0.6,11,3,6,0,10,3,119,3,6
Mike Conley,pbp.2015,27,MEM,NBA,PG,8,243,100%,,,,,2.4,4.8,8,3,4,0,13,3,86,5,5
Mike Conley,pbp.2017,29,MEM,NBA,PG,6,224,100%,,,,,1.1,44.8,6,5,5,1,16,2,97,4,3
Pat Connaughton,pbp.2016,23,POR,NBA,SG,6,8,,83%,14%,3%,,-23.1,-21.3,0,0,0,0,0,0,0,0,0
Pat Connaughton,pbp.2017,24,POR,NBA,SG,3,24,8%,71%,20%,,,4.2,24.9,0,0,0,0,2,0,11,1,0
Pat Connaughton,pbp.2018,25,POR,NBA,SG,4,59,,35%,65%,,,-18.3,-12.8,0,1,4,0,1,0,14,0,1
Pat Connaughton,pbp.2019,26,MIL,NBA,SG,15,324,2%,86%,12%,,,8.6,-1.5,4,3,8,1,2,3,50,1,4
Quinn Cook,pbp.2018,24,GSW,NBA,PG,17,175,100%,,,,,12.1,2.1,4,1,4,0,5,2,25,3,1
Quinn Cook,pbp.2019,25,GSW,NBA,PG,17,193,100%,,,,,-14.1,-21.4,3,1,7,1,1,1,28,1,4
DeMarcus Cousins,pbp.2019,28,GSW,NBA,C,8,133,,,,,100%,-11.2,-16.7,7,6,11,4,11,0,43,2,8
Robert Covington,pbp.2018,27,PHI,NBA,SF,10,281,,,92%,8%,,-2.5,-13,6,4,13,1,4,2,58,0,2
Allen Crabbe,pbp.2015,22,POR,NBA,SG,2,39,,71%,29%,,,-15.3,-6.4,0,1,1,0,0,0,3,0,1
Allen Crabbe,pbp.2016,23,POR,NBA,SG,11,302,,4%,80%,17%,1%,-3.2,-2.8,3,1,10,1,9,4,35,2,1
Allen Crabbe,pbp.2017,24,POR,NBA,SG,4,92,,30%,64%,6%,,-14.5,6.4,0,1,5,0,2,0,5,1,3
Torrey Craig,pbp.2019,28,DEN,NBA,SF,14,330,,1%,68%,32%,,7.5,10,1,3,20,1,7,1,24,2,3
Jamal Crawford,pbp.2010,29,ATL,NBA,SG,11,351,52%,48%,,,,-7.9,1.4,11,5,6,3,21,2,65,1,7
Jamal Crawford,pbp.2011,30,ATL,NBA,SG,12,358,44%,56%,,,,-8.6,-9.6,5,7,6,2,17,4,62,5,4
Jamal Crawford,pbp.2013,32,LAC,NBA,SG,6,161,,78%,22%,,,-1.5,11.7,2,0,6,1,4,0,21,1,2
Jamal Crawford,pbp.2014,33,LAC,NBA,SG,13,313,,54%,46%,,,0.5,-1.8,6,9,7,0,23,0,56,8,9
Jamal Crawford,pbp.2015,34,LAC,NBA,SG,14,379,,23%,74%,3%,,-4.5,-13.1,14,3,9,0,8,0,58,1,12
Jamal Crawford,pbp.2016,35,LAC,NBA,SG,6,199,,55%,44%,1%,,1.2,4.1,4,4,3,1,10,0,28,1,3
Jamal Crawford,pbp.2017,36,LAC,NBA,SG,7,196,,31%,61%,8%,,5,16.9,4,3,4,0,3,3,30,1,2
Jamal Crawford,pbp.2018,37,MIN,NBA,SG,5,123,,47%,53%,,,-2.5,15,2,2,1,1,6,0,28,0,1
Jordan Crawford,pbp.2013,24,BOS,NBA,SG,5,59,19%,63%,18%,,,-4.6,2.3,0,2,1,1,1,0,0,0,0
Jordan Crawford,pbp.2014,25,GSW,NBA,SG,6,57,8%,90%,2%,,,-4.3,-1,2,2,5,1,8,0,4,2,0
Jordan Crawford,pbp.2018,29,NOP,NBA,SG,2,15,,93%,7%,,,-17.8,-18.1,1,2,0,0,0,0,2,0,0
Jae Crowder,pbp.2014,23,DAL,NBA,SF,7,81,,1%,87%,11%,1%,8.1,13.9,1,2,6,0,0,1,5,0,2
Jae Crowder,pbp.2015,24,BOS,NBA,SF,4,100,,3%,89%,8%,,-12.6,-4.5,2,0,2,3,6,1,19,3,2
Jae Crowder,pbp.2016,25,BOS,NBA,SF,6,197,,,36%,64%,,-2.6,10.7,3,1,5,2,3,1,31,0,3
Jae Crowder,pbp.2017,26,BOS,NBA,SF,18,596,,2%,50%,48%,,-2,2.4,8,2,24,1,20,1,113,2,14
Jae Crowder,pbp.2018,27,UTA,NBA,SF,11,323,,9%,62%,29%,,-8.9,-18.7,6,5,11,2,12,1,48,2,3
Jae Crowder,pbp.2019,28,UTA,NBA,SF,5,130,,1%,63%,36%,,-16,-14.4,0,0,3,1,8,0,9,1,3
Dante Cunningham,pbp.2010,22,POR,NBA,PF,5,42,,,,100%,,-19,-8.2,2,0,4,1,0,0,0,0,1
Dante Cunningham,pbp.2012,24,MEM,NBA,PF,7,49,,,,100%,,-27.5,-32.6,1,0,3,0,0,1,0,0,2
Dante Cunningham,pbp.2015,27,NOP,NBA,PF,4,75,,,53%,47%,,10.9,30,0,0,4,0,2,0,5,1,1
Dante Cunningham,pbp.2019,31,SAS,NBA,PF,5,13,,,62%,38%,,43.5,47,0,0,0,0,0,0,0,0,1
Seth Curry,pbp.2019,28,POR,NBA,SG,16,326,5%,74%,21%,,,3.8,9.3,4,2,8,0,2,4,31,0,1
Stephen Curry,pbp.2013,24,GSW,NBA,PG,12,497,100%,,,,,4.4,25.2,16,15,16,1,16,6,214,2,7
Stephen Curry,pbp.2014,25,GSW,NBA,PG,7,296,97%,4%,,,,0.8,37.4,15,9,9,1,14,0,131,3,5
Stephen Curry,pbp.2015,26,GSW,NBA,PG,21,826,100%,,,,,9.7,7.6,49,23,14,3,32,0,306,5,19
Stephen Curry,pbp.2016,27,GSW,NBA,PG,18,614,100%,,,,,3,-3.7,52,19,13,2,26,5,227,9,15
Stephen Curry,pbp.2017,28,GSW,NBA,PG,17,601,100%,,,,,18.5,20.6,34,20,12,2,29,6,267,6,9
Stephen Curry,pbp.2018,29,GSW,NBA,PG,15,555,99%,1%,,,,12,3.8,21,15,13,3,23,6,183,10,20
Stephen Curry,pbp.2019,30,GSW,NBA,PG,22,846,93%,7%,,,,6.1,13.2,33,15,23,9,49,8,286,11,18
Troy Daniels,pbp.2014,22,HOU,NBA,SG,4,68,,83%,17%,,,3.3,4.4,0,2,7,0,2,0,2,0,2
Troy Daniels,pbp.2016,24,CHO,NBA,SG,4,18,,25%,75%,,,-33.6,-24.4,0,0,1,0,0,0,0,0,1
Troy Daniels,pbp.2017,25,MEM,NBA,SG,6,68,,100%,,,,4.4,18.6,0,1,0,1,0,0,4,0,0
Anthony Davis,pbp.2015,21,NOP,NBA,PF,4,172,,,,46%,54%,-6,12.6,2,5,6,5,13,0,20,1,4
Anthony Davis,pbp.2018,24,NOP,NBA,PF,9,358,,,,,100%,0.5,5.1,4,13,12,6,24,0,35,7,6
Deyonta Davis,pbp.2017,20,MEM,NBA,C,3,11,,,,,100%,-33.3,-24.8,0,0,2,0,0,0,0,0,0
Ed Davis,pbp.2013,23,MEM,NBA,PF,8,48,,,,39%,62%,-30.5,-33.8,0,1,1,1,2,0,0,0,3
Ed Davis,pbp.2014,24,MEM,NBA,PF,7,25,,,,82%,18%,6.9,13.2,1,1,0,0,1,0,0,1,2
Ed Davis,pbp.2016,26,POR,NBA,PF,11,205,,,,13%,87%,0.5,4,4,2,15,4,9,0,31,1,6
Ed Davis,pbp.2018,28,POR,NBA,C,4,71,,,,67%,33%,-0.8,13.5,1,1,3,2,1,0,0,0,3
Ed Davis,pbp.2019,29,BRK,NBA,C,3,41,,,,,100%,25.6,42.4,0,0,7,0,0,0,5,0,2
DeMar DeRozan,pbp.2014,24,TOR,NBA,SG,7,282,,8%,91%,1%,,-2.8,-6.6,4,10,10,2,32,3,58,5,3
DeMar DeRozan,pbp.2015,25,TOR,NBA,SG,4,159,,54%,44%,2%,,-17.1,-7.9,2,5,9,2,9,1,55,3,6
DeMar DeRozan,pbp.2016,26,TOR,NBA,SG,20,746,,70%,28%,2%,,-6.5,-4.8,15,19,15,8,49,3,131,9,29
DeMar DeRozan,pbp.2017,27,TOR,NBA,SG,10,373,,40%,60%,,,-8.9,-13.1,13,9,11,3,32,0,84,6,17
DeMar DeRozan,pbp.2018,28,TOR,NBA,SG,10,354,,70%,29%,1%,,-9.3,-19.9,15,4,8,0,28,0,98,10,12
DeMar DeRozan,pbp.2019,29,SAS,NBA,SG,7,251,,,98%,2%,,-8.7,-25.8,3,6,11,1,20,0,76,2,6
Dewayne Dedmon,pbp.2017,27,SAS,NBA,C,12,97,,,,12%,88%,-14.7,-17.6,2,5,7,1,13,0,7,0,0
Sam Dekker,pbp.2017,22,HOU,NBA,PF,4,31,,,33%,67%,,-34.7,-38.8,0,0,2,0,0,0,3,0,0
Malcolm Delaney,pbp.2017,27,ATL,NBA,PG,1,3,100%,,,,,12.5,13.5,0,0,0,0,0,0,0,0,0
Matthew Dellavedova,pbp.2015,24,CLE,NBA,SG,20,497,83%,17%,,,,4.1,0.3,23,9,10,0,10,10,127,2,7
Matthew Dellavedova,pbp.2016,25,CLE,NBA,PG,20,241,64%,36%,,,,3.3,-8.6,9,3,5,2,8,2,139,1,4
Matthew Dellavedova,pbp.2017,26,MIL,NBA,PG,6,159,100%,,,,,-0.3,2.6,2,2,0,1,4,3,28,0,2
Matthew Dellavedova,pbp.2018,27,MIL,NBA,PG,6,78,97%,3%,,,,-1.9,-3.1,1,3,0,2,1,2,39,0,0
Cheick Diallo,pbp.2018,21,NOP,NBA,PF,7,48,,,,60%,40%,-23.2,-25.6,0,0,4,1,0,0,0,0,2
Gorgui Dieng,pbp.2018,28,MIN,NBA,C,5,70,,,,,100%,2.9,18,0,0,5,0,1,0,9,0,1
Spencer Dinwiddie,pbp.2016,22,DET,NBA,PG,1,2,100%,,,,,-100,-90.6,0,0,0,0,0,0,2,0,0
Spencer Dinwiddie,pbp.2019,25,BRK,NBA,PG,5,131,47%,51%,1%,,,-10.1,0,4,2,2,1,7,2,17,3,2
Toney Douglas,pbp.2011,24,NYK,NBA,SG,4,112,77%,23%,,,,-20.1,-25.2,1,3,8,0,2,2,23,0,1
Toney Douglas,pbp.2012,25,NYK,NBA,PG,1,8,100%,,,,,-23.1,-6.8,0,0,0,0,0,0,2,0,0
Toney Douglas,pbp.2014,27,MIA,NBA,PG,10,29,14%,81%,6%,,,-13.4,-16.4,0,0,0,1,0,0,13,0,1
Goran Dragić,pbp.2010,23,PHO,NBA,PG,16,237,100%,,,,,5.5,-0.5,9,5,4,1,13,5,91,3,9
Goran Dragić,pbp.2016,29,MIA,NBA,PG,14,472,100%,,,,,4.1,-2,13,11,26,4,20,1,127,7,9
Goran Dragić,pbp.2018,31,MIA,NBA,PG,5,156,100%,,,,,-7.7,6.9,8,4,3,1,11,0,56,3,5
Andre Drummond,pbp.2016,22,DET,NBA,C,4,131,,,,,100%,-5.2,15.6,3,1,3,0,5,0,0,3,1
Andre Drummond,pbp.2019,25,DET,NBA,C,4,127,,,,,100%,-39.2,-42.1,5,1,9,4,11,2,20,1,11
Jared Dudley,pbp.2010,24,PHO,NBA,SF,16,377,,1%,98%,2%,,14.1,16.3,6,1,17,0,12,1,70,7,7
Jared Dudley,pbp.2014,28,LAC,NBA,SF,7,45,,,79%,21%,,-9.8,-12,0,0,1,0,0,0,6,0,0
Jared Dudley,pbp.2015,29,MIL,NBA,SG,6,110,,19%,77%,4%,,1.4,21.5,3,2,9,0,2,0,18,1,3
Jared Dudley,pbp.2019,33,BRK,NBA,PF,4,82,,,23%,70%,7%,3.9,21.2,3,0,5,1,1,2,24,0,0
Kevin Durant,pbp.2010,21,OKC,NBA,SF,6,231,,20%,79%,1%,,-1.2,6.7,5,10,4,4,22,0,32,2,7
Kevin Durant,pbp.2011,22,OKC,NBA,SF,17,722,,,81%,19%,,2.8,6.3,11,24,28,5,53,1,110,8,17
Kevin Durant,pbp.2012,23,OKC,NBA,SF,20,837,,,58%,42%,,3.8,-0.3,25,25,23,10,50,2,174,6,12
Kevin Durant,pbp.2013,24,OKC,NBA,SF,11,485,,,47%,53%,,0.8,-0.3,15,20,14,6,42,5,172,10,8
Kevin Durant,pbp.2014,25,OKC,NBA,SF,19,815,,,62%,37%,1%,0.1,11.1,28,34,20,6,55,2,169,9,9
Kevin Durant,pbp.2016,27,OKC,NBA,SF,18,726,,,84%,16%,,6.2,6.6,29,31,12,5,56,4,145,10,12
Kevin Durant,pbp.2017,28,GSW,NBA,PF,15,533,,,40%,58%,2%,15.5,6,18,17,21,3,40,0,150,9,14
Kevin Durant,pbp.2018,29,GSW,NBA,SF,21,807,,,9%,64%,27%,12.4,10.7,26,18,22,3,57,3,235,5,14
Kevin Durant,pbp.2019,30,GSW,NBA,SF,12,442,,,46%,54%,,8.6,8.9,22,15,15,5,40,8,129,13,7
Wayne Ellington,pbp.2014,26,DAL,NBA,SG,2,14,,77%,16%,7%,,15.4,18.6,2,0,1,0,1,0,4,0,0
Wayne Ellington,pbp.2018,30,MIA,NBA,SG,5,101,71%,29%,,,,-24,-24.2,0,1,3,2,2,0,7,1,0
Wayne Ellington,pbp.2019,31,DET,NBA,SG,4,131,,56%,44%,,,-29.2,-14.6,1,0,1,0,0,1,12,0,6
Joel Embiid,pbp.2018,23,PHI,NBA,C,8,278,,,,,100%,5.6,6.3,9,13,17,5,21,0,52,7,12
Joel Embiid,pbp.2019,24,PHI,NBA,C,11,334,,,,,100%,20.4,41.3,10,17,17,5,32,1,90,8,6
James Ennis,pbp.2017,26,MEM,NBA,SF,6,159,,,96%,4%,,-21.3,-25,3,3,6,1,8,0,19,2,1
James Ennis,pbp.2019,28,PHI,NBA,SF,11,232,11%,59%,26%,4%,,-1.2,-6.2,4,3,16,3,9,5,28,2,4
Tyler Ennis,pbp.2015,20,MIL,NBA,PG,1,16,27%,73%,,,,-26.7,-15.3,0,0,0,0,0,0,7,0,0
Jacob Evans,pbp.2019,21,GSW,NBA,SG,7,18,9%,70%,20%,,,11,7.6,1,1,1,0,0,0,2,0,0
Jeremy Evans,pbp.2012,24,UTA,NBA,SF,2,7,,25%,,75%,,30.8,50.7,0,0,0,0,1,0,2,0,0
Tyreke Evans,pbp.2015,25,NOP,NBA,SG,4,125,,76%,24%,,,-21.2,-35,2,1,3,3,8,0,46,1,8
Tyreke Evans,pbp.2019,29,IND,NBA,SG,4,84,,60%,40%,,,-11.8,-10,3,2,4,0,8,1,7,2,3
Dante Exum,pbp.2017,21,UTA,NBA,PG,7,84,36%,56%,8%,,,-4.6,0,2,0,4,1,2,3,20,0,1
Dante Exum,pbp.2018,22,UTA,NBA,PG,10,114,84%,16%,,,,-8.8,-9,6,8,6,0,4,2,22,0,3
Kenneth Faried,pbp.2012,22,DEN,NBA,PF,7,192,,,,97%,3%,-2.1,-5.6,3,6,8,4,6,0,8,2,8
Kenneth Faried,pbp.2013,23,DEN,NBA,PF,5,145,,,,54%,46%,1.3,12,1,1,6,3,7,0,2,3,1
Kenneth Faried,pbp.2019,29,HOU,NBA,C,6,56,,,,,100%,6.9,3.8,0,0,2,0,2,1,6,0,0
Derrick Favors,pbp.2012,20,UTA,NBA,PF,4,116,,,,93%,7%,-2.8,39,2,1,6,0,12,0,4,0,4
Derrick Favors,pbp.2017,25,UTA,NBA,PF,11,225,,,,,100%,-5,-0.8,2,0,9,2,9,0,24,3,5
Derrick Favors,pbp.2018,26,UTA,NBA,C,11,286,,,,57%,43%,8,21,5,4,10,1,17,0,30,3,3
Derrick Favors,pbp.2019,27,UTA,NBA,C,5,103,,,,21%,79%,2.9,20.9,1,3,7,1,8,1,10,1,6
Cristiano Felício,pbp.2017,24,CHI,NBA,C,6,82,,,,,100%,-7.8,-0.2,1,2,7,2,0,0,5,0,0
Raymond Felton,pbp.2010,25,CHA,NBA,PG,4,130,92%,8%,,,,-20.2,-30.2,6,0,4,0,3,1,46,1,4
Raymond Felton,pbp.2011,26,DEN,NBA,SG,5,152,48%,52%,,,,-10.1,-12.4,8,0,3,2,8,0,50,1,1
Raymond Felton,pbp.2013,28,NYK,NBA,PG,12,454,100%,,,,,2.8,-2.2,15,5,12,0,11,5,138,4,11
Raymond Felton,pbp.2015,30,DAL,NBA,PG,3,36,48%,52%,,,,-21.4,-18.1,0,0,0,0,2,0,10,1,0
Raymond Felton,pbp.2016,31,DAL,NBA,PG,5,172,72%,28%,,,,-15.9,14,8,3,6,1,3,0,51,1,7
Raymond Felton,pbp.2017,32,LAC,NBA,PG,7,127,59%,41%,,,,-2.1,-0.4,2,1,7,0,1,0,23,0,1
Raymond Felton,pbp.2018,33,OKC,NBA,PG,6,79,100%,,,,,-2.7,3.1,3,1,3,0,1,0,20,0,2
Raymond Felton,pbp.2019,34,OKC,NBA,PG,5,57,25%,75%,,,,9.9,21.4,1,0,0,1,0,1,7,0,0
Terrance Ferguson,pbp.2018,19,OKC,NBA,SG,3,6,,51%,49%,,,66.4,73.1,0,0,2,0,0,0,2,0,0
Terrance Ferguson,pbp.2019,20,OKC,NBA,SG,5,128,,64%,36%,,,-15.1,-18.1,2,1,8,2,0,0,17,0,0
Bryn Forbes,pbp.2017,23,SAS,NBA,SG,6,73,18%,82%,,,,6.7,6.7,0,2,2,0,3,0,7,0,0
Bryn Forbes,pbp.2018,24,SAS,NBA,SG,4,54,11%,58%,31%,,,-15.9,-8.7,0,0,1,0,2,0,4,0,1
Bryn Forbes,pbp.2019,25,SAS,NBA,SG,7,212,1%,99%,,,,-3.8,-5.2,0,0,4,2,4,0,14,0,3
Evan Fournier,pbp.2013,20,DEN,NBA,SG,4,53,,7%,93%,1%,,-7.2,-2.9,1,3,1,0,3,1,9,0,2
Evan Fournier,pbp.2019,26,ORL,NBA,SG,5,175,,100%,,,,-27.5,-43.9,5,2,4,2,3,2,26,0,4
Melvin Frazier,pbp.2019,22,ORL,NBA,SG,3,15,,60%,40%,,,45.5,65.1,0,0,0,0,1,0,0,0,0
Tim Frazier,pbp.2015,24,POR,NBA,PG,2,3,100%,,,,,40,50.8,0,1,0,0,0,0,0,0,0
Tim Frazier,pbp.2018,27,WAS,NBA,PG,2,6,100%,,,,,-32.7,-30.5,0,0,1,0,0,0,6,0,0
Tim Frazier,pbp.2019,28,MIL,NBA,PG,11,40,100%,,,,,-13.5,-24.2,1,1,2,0,0,1,23,0,2
Markelle Fultz,pbp.2018,19,PHI,NBA,SG,3,23,32%,69%,,,,11.3,8.8,0,0,2,1,2,0,12,0,0
Danilo Gallinari,pbp.2011,22,DEN,NBA,SF,5,148,,,90%,10%,,-1,11.5,0,5,7,2,8,0,21,0,7
Danilo Gallinari,pbp.2012,23,DEN,NBA,SF,7,222,,,95%,5%,,-5.5,-17,3,3,5,3,11,2,39,0,10
Danilo Gallinari,pbp.2019,30,LAC,NBA,SF,6,201,,,2%,95%,3%,-10.5,-4.7,3,3,7,1,14,0,41,4,7
Langston Galloway,pbp.2019,27,DET,NBA,SG,4,110,,98%,2%,,,-20.6,9.1,2,0,4,0,0,1,10,0,0
Marc Gasol,pbp.2011,26,MEM,NBA,C,13,519,,,,1%,99%,2.6,15.5,6,13,17,3,31,3,70,6,9
Marc Gasol,pbp.2012,27,MEM,NBA,C,7,261,,,,1%,99%,4.4,17.7,4,7,11,2,15,3,47,3,4
Marc Gasol,pbp.2013,28,MEM,NBA,C,15,609,,,,,100%,5.1,23,8,6,24,3,27,2,109,8,11
Marc Gasol,pbp.2014,29,MEM,NBA,C,7,299,,,,,100%,-6.4,-6.4,2,5,13,4,14,2,65,3,8
Marc Gasol,pbp.2015,30,MEM,NBA,C,11,416,,,,,100%,-1.8,-7.5,4,5,16,4,32,4,111,2,10
Marc Gasol,pbp.2017,32,MEM,NBA,C,6,240,,,,,100%,-7.6,11.2,7,5,12,2,16,1,62,4,2
Marc Gasol,pbp.2019,34,TOR,NBA,C,24,735,,,,,100%,4.8,-2.2,9,6,44,5,15,7,177,0,5
Pau Gasol,pbp.2004,23,MEM,NBA,PF,4,134,,,,55%,46%,-16.9,-0.7,3,2,3,0,5,,26,0,5
Pau Gasol,pbp.2005,24,MEM,NBA,PF,4,133,,,,39%,61%,-4,25.3,3,3,4,0,7,,23,2,9
Pau Gasol,pbp.2006,25,MEM,NBA,PF,4,158,,,,72%,28%,-14.8,8.4,6,3,4,1,12,1,29,1,5
Pau Gasol,pbp.2008,27,LAL,NBA,C,21,836,,,,,100%,4.7,14,20,19,39,2,38,3,188,6,23
Pau Gasol,pbp.2009,28,LAL,NBA,C,23,931,,,,26%,74%,8.9,6.8,20,16,32,3,54,10,134,12,18
Pau Gasol,pbp.2010,29,LAL,NBA,C,23,913,,,,43%,57%,4.9,5.2,17,13,30,4,61,7,190,11,26
Pau Gasol,pbp.2011,30,LAL,NBA,C,10,358,,,,57%,43%,2.8,15.7,4,9,14,2,18,3,86,3,9
Pau Gasol,pbp.2012,31,LAL,NBA,PF,12,444,,,,98%,2%,-5.7,-4.3,11,6,16,1,11,2,97,3,13
Pau Gasol,pbp.2013,32,LAL,NBA,PF,4,146,,,,68%,32%,-16.8,15.3,8,4,3,0,7,0,59,3,4
Pau Gasol,pbp.2015,34,CHI,NBA,PF,10,317,,,,55%,45%,8.6,12.4,12,6,6,2,15,0,72,4,5
Pau Gasol,pbp.2017,36,SAS,NBA,C,16,365,,,,,100%,3,4.4,10,5,22,2,8,1,70,2,7
